aae_from_sae,sentiment
Spend less time focusin' on what you did wrong an' mo' time focusin' on how to neva let it happen again.,Positive
"Ain't no thang, we all got our struggles. So stop tryna put mine on blast 'fore I bust yo closet door open.",Positive
"Love be blind, fo' real. Sooner or later, you gon' figure that out. Ladies, happiness ain't gotta have no six-pack, and fellas, it might be wearin' a wig.",Positive
"Obstacles bring you closer to the Lord. Now, you see why they necessary? Just remember: yo' best days still ahead.",Positive
Funny stat: Twitter activity drop 40% on legal holidays when government offices closed. Dang! Say a lot 'bout what y'all be doin' all day!,Neutral
Today was a great day to be an American! And to be African-American just added more meanin' to the occasions. #ProudBlackMan,Positive
Anybody who left they animal outside tonight should hafta go out dere wit 'em. #CruelPeople,Negative
#ThirdShift....Bring it on! We ain't scared! Snow??? We laugh at Snow!! **in my quiet punk voice** {{Please Baby Jesus...Not Tonight}} LOL!!,Positive
#RealLife.....Some things is learned an' don't come wit' a scripture. ((Dat one be fo' da Saints)),Neutral
"I's so faded my friend, I's 'bout ta disappear in dis place.. Like poof! Dere goes my roof... Pow! Dere goes my hammer",Positive
I got a headache right... I drank some frozen Kool-Aid real fast right... Got brain freeze.... Headache gone.... Boom!,Positive
My whole life was a struggle... I made moves with horses.. No saddle... Just rattle.,Negative
I strive for the gold... And pick my own things. I will break bricks and go pitch the whole load.,Positive
"Do I hear my code... Unless you ain't blessed to understand, I'm a man who got stuck up in this mess.",Neutral
"I love you Sorya an' I wan' you ta know you do got a friend an' I'm here fo' you no matta what, on some friend type shit. I don' wan' ta see nothin' happen.",Positive
"Dat wasn't supposed ta be a joke, it wasn't funny! Betta luck nex' time :)",Neutral
"Relationships be what you make 'em, so don't be so negative 'bout things an' relationships gon' last longer.",Positive
"Nex' time I'm in Jamaica, I guess, 'less you plannin' a trip ta New York City soon.",Positive
"Soon! I might got that hookup fa you, lol... but you jus' make sho' you call me an' we'll talk 'bout dis.",Positive
"'Roun' 2:13 a.m., I jumped up an' was like, 'Self!?' I tol' myself, 'Huh? Self said, 'Bitch, you forgot ta call AI!' I said, 'Damn!'",Neutral
"I love you, lol. I be 'fter class, but I'ma text you now 'cause I jus' got real upset.",Positive
I gotta cheer up 'cause he's in a betta place an' folks be blamin' honey cocaine.,Positive
"Ha ha ha, dat 1997-2002 class was real smooth from every school.",Positive
"After school traffic at Washington went down soon as it got hot in da school year, folks left Tech early to get to Washington.",Neutral
"Chicks would be scared to holler after da basketball games but would find a guy on Blackplanet and get at me all da time, lol lol.",Positive
"Melvinwjr be too funny, dis guy done changed his name to his Blackplanet name, lol lol lol.",Positive
I thought yo' school had a sex scandal from all dem nuns bein' in da same place wit' no penis 'round.,Negative
"It's gon' be a lotta headlights on dis cold mornin', da big nipples is out.",Positive
"Where Jayer @Tiera_Nichole at wit' her goofy self? I saw her beggin' fo' change in da middle of da Grand Ave Mall, ha.",Negative
"Word of advice, if it's real cold, don' let nobody use yo' jacket tryin' to be a gentleman. You gon' get da flu.",Neutral
"Dang, it be freezin' in my crib, but my mama still 'spectin' me ta get up an' put all dese clothes away. I ain't too sure 'bout dat.",Negative
"Onleh da last half hour. 'Bout ta watch da beginnin', but dis headache be stoppin' me.",Neutral
She just put him on blast to his wife 'cause he ain't give her da job. Shaking my head.,Negative
"She ain't gon' see nothin' less I mention her, 'cause she a lil' on da nice side.",Neutral
Reconnectin' wit' someone you been knowin' fo' years dat you ain't seen fo' a real long time... Priceless!,Positive
Damn. Checked my bank account. I think Imma pay my bills and stay in Philly instead.,Negative
Dat's exactly why I need a change... Not bein' able to do what you want when you want it sho' do suck!,Negative
"When folks email ya 'stead a textin' or callin', dat mean dey ain't s'posed ta be talkin' to ya in da firs' place.",Negative
"So at 2 PM I wuz real tired. Now 'most 1 AM, my body like, 'Nah, ain't time ta sleep yet.' Wha' da heck??",Negative
"But den my 'larm gon' go off at 5:30 AM, an' I ain't gon' wanna git up.",Negative
Imma gotta lightly toast dis bread so I can make a sandwich. Usin' da microwave ain't work.,Positive
"I can see workin' wit' dis person gon' make me stay late at work every time, fo' sho'.",Negative
Dis new thang be interestin'. Imma have some fun wit' it...,Positive
I ain't believe I came home at 4 an' just sat 'round in my jeans 'til now. Dat's a first.,Positive
Imma gotta find out if da folks still goin' down or not. But I'm gon' head back when da boy get outta school.,Neutral
"I ain't tryna help, but if you find a friend, make sure dey got yo back too.",Neutral
"I swear imma go to sleep, an' it's gon' feel like I gotta get right back up.",Neutral
"Soon as I stop carin', here you come. Leave me in my friend zone! I'm cool dere.",Negative
"Last Tuesday, I forgot my meds at home. Dis Tuesday prolly gon' be no different.",Neutral
"Dat was da hardest I ever worked in one day in 4.5 years. I still don't like da job, tho.",Neutral
"Ain't no lie, women can be petty sometimes. I get why some brothas don't wanna have too many of 'em as friends.",Negative
"She ain't leave 'cause you made mistakes, she left 'cause you kept makin' the same ones over an' over.",Negative
"I just don't get women, man. They be tryin' their hardest to mess with a brotha who might have their back or look out for 'em, just 'cause he talks 'bout money.",Negative
"So what team you rootin' for? Let me guess, whatever team's winnin' right now. Where the real fans at, though?",Negative
I don' like folks who always actin' mad. Dey should smoke some weed an' be happy instead.,Negative
"Girls like girls, boys like boys, don' matter to me. Jus' don' pretend to be someone you ain't - be true to yo'self.",Positive
"Damn, I really miss dat girl 'cause I know she'd drink wit' me an' smoke dat loud (weed).",Positive
"I'm so used to da past, I don' know if I can handle what's happenin' now.",Negative
"I tried to talk to one girl, but she kept accusin' me of messin' wit' other girls.",Negative
"Sometimes I be talkin' a whole lotta nonsense. But then I be like, who gon' check me tho?",Neutral
"Bitches be givin' themselves a reason to hate on me. Hell, why not just make it two?",Negative
"Everybody be walkin' 'round tryna act bad, but when it all boils down, these women ain't really bad after all.",Neutral
You can't be happy havin' so much hatred in yo' life. Some thangs just ain't gon' turn out right.,Negative
My nose be makin' me real upset. It's all stopped up and messin' with me. I can't breathe properly.,Negative
"I can't wait fo' Duflocka Rant 2, it's gon' be real hard-hittin' like Full Metal Jacket 2.",Positive
Imma watch dis movie an' wait fo' my boo to finish gettin' dey hair did.,Neutral
My boo gon' tell me not to wear my favorite color. What kinda stuff dey smokin'?,Negative
"You welcome, love. I done seen yo' videos too. You an' @iiDayDay make a great team. Just sayin'.",Positive
I hope my mama take me to get a tattoo soon like she said she would.,Neutral
How you gon' tell me to DM you but you ain't DM me back? Dat's frustratin'.,Negative
"You an' Mr. Steal Yo' Plate s'posed to be sleepin', y'all got class tomorra an' it's almost 2 AM! Shame on y'all.",Negative
"My bad, it ain't happen again, boo. I love you, you my world, I ain't wanna lose you.",Positive
"Me an' my girl broke up, dat's a shame. Now I need a friend to talk to.",Negative
One thang 'bout me is I ain't neva gon' tell nobody nothin' wrong 'cause I done been dere an' learned from it!,Positive
Dat gon' put me right back to sleep an' dat's wastin' it... neva mind.,Negative
'Cause my mama ain't pay da bill an' I had money fo' it an' dis rump-a-skunk side spent it so I bought otha stuff wit' it.,Negative
"Lol, you coulda looked ova it an' acted like you ain't see it. An' Terry want yo' numba.",Neutral
"Shut up. You know I'm wit' you 103 tough. You my friend, dude.",Positive
"I love my team, we all 'bout gettin' money shit. Fo'get dat hot shit.",Positive
"Haha, Lelani ain't gonna mess up my high! Wit' her dumb self @Aha_LadyBug.",Positive
"Haha, I'm high, bitch. I thought I asked. Damn, woman, 'scuse the weed.",Positive
"In Memphis, dere's a bunch a' women, broke folks, an' nonsense. Dat's why I gotta get outta here.",Negative
"I gotta learn how ta control my temper, I'm a real hothead.",Negative
"I don' care who you is, young or old, Imma say whateva I gotta say!",Neutral
"I wanna scream an' shout an' let it all out. I wanna scream an' shout an' let it out, sayin' 'oh we oh we oh we oh'.",Positive
"I ain't sure if it's yo' pride dat's too high or if dis here's really you, but damn.",Negative
"I know you ain't arguin' on dis here social network, which is what dese folks wanna see.",Neutral
"I'm chillin' 'til later, 'cause my bed an' I is takin' care o' some unfinished business.",Positive
"I ain't gon' sleep 'til she wakes dat up an' calls me, so 'til den... #teamupalldamnnight!!!",Positive
"If Ian give dat money to somebody else to hold, I'ma be in a bad situation an' broke.",Negative
I ain't feelin' good an' Tyiah just quietly upset me fo' da day!,Negative
I came just to get my hair done... but da girl made it her business to be there. Shaking my head.,Negative
"Hey, tell yo' girl she gon' have to step up her game. An' yes, dis one is fo' you too!",Negative
Da fact dat she ain't even try to call or text me since I hung up... dat's cool!,Negative
"Haha, ya really need ta grammar check ya tweets, ya sound real dumb.",Negative
Who you think you is? Dis person jus walked upstairs. Where dat happen at?,Neutral
"I know dat's why I said it, haha. But one day I'ma get you high! Believe dat.",Positive
You already know I'ma be on cloud 9 when I go up in dere.,Positive
I'se jus been chillin'. Can't wait 'til spring break or summer so I can see all a y'all.,Neutral
You know I ain't gon' be peekin' through them windows. I value my life fo' real!,Positive
"If anybody got a problem wit' Steffanie, keep it a hunnid an' let 'em know!",Positive
"Nah, I wanted to... But it was too many folks 'round so I had to tough it out.",Neutral
Anybody who know me should know I'm one of the nicest folks you gon' meet... 'Less I don't like you.,Positive
"I wanna let you know how I really feel, but my pride ain't gon' let me.",Negative
"Beef is when you make mistakes less, hang out wit' yo' friends more, an' chill wit' snakes.",Positive
I think we can all agree dat da real winner in dis Te'o mess is Catfish.,Positive
I prob'ly didn't put a whole lotta Mrs. Myra's BBQ sauce on my chicken tonight.,Neutral
Don't feel bad 'bout dis loss. Dis is what state s'posed to do. Glad to see some fight in da team late.,Positive
"Aww, true. I'll be there all week next week! Though dey suspended me, I'ma be good next week.",Positive
Imma be somewhere at 12 an' Imma get Chyna ta come get you when Imma done.,Positive
"I ain't got no message less you talkin' 'bout meetin' me, but I don't care, go back ta dat bitch, bye.",Negative
"Da world is yo's, young'un. Whatchu gon' do wit' it? Watch it an' make it work.",Positive
"I hang wit' Alley Lano, a person from East Baltimore Latrobe. Dat ain't all a our projects tho'.",Neutral
"Rappers talkin' 'bout trappin' ain't never seen a hundred million dollas. If you ain't makin' at least 100, den yo' stuff ain't real. Get outta here, bitch. Whoop Meek's voice, Baltimore City.",Negative
"I love Chicago, y'all need to chill on the killin'. Make it work. Yo Gotti's voice, dat's why I'm solo. Baltimore, love though, everybody in the Chi.",Positive
"Hatin' ain't gon' get you nowhere now. Stay low, shush, mob secrets.",Negative
"You ain't lyin', the ghost stuff really gettin' to me. I'ma be listenin' to dis for the rest of my life.",Positive
"If you my friend, den you my friend. I sho' don't need no new friends. Where you been at?",Positive
"I heard he done had sex wit' her real intense-like. Oh well, it don't matter, she ain't my girl. I hate her.",Negative
"I need ta cuddle wit a girl. She at her grandma's house, but I'mma go back ta sleep.",Positive
"I ride hard fa my crew. My crew tight. Fuck da opps, fuck lawless dem, fuck niggas, die Ls, fuck Cess.",Negative
"Cuz I know I'mma be up all night, but in da mornin' I'mma be real sleepy.",Neutral
"Ragene, stop tweetin' me. You mad cuz I don't want you. I done moved on. Stop talkin' ta me, we ain't got nothin' else ta say.",Negative
"I don't want her ta wear no panties tomorrow when she come over, fa real.",Positive
"Folks don't know 'bout keepin' dey word no mo', dat's why my trust all messed up! But I'mma die 'fo I break my word.",Negative
"Some folks be expectin' women to do sexual stuff or whateva fo' all dat, I guess.. In dat case, I ain't neva gon' go on no date. (Laughin' my ass off)",Negative
Ask me to come see you at a game an' don' even talk to me. What da fuck?,Negative
"I love bad women, dat's my damn problem, an' yeah I like to have sex, I got a fuckin' problem.",Positive
"Aw, da head manager fo' West Orange Burger King called me an' thanked me fo' workin' dere... an' said he want me to work dere in da summer.",Positive
"Hmm, dat's what it sound like to me. My baby godmama can't be into dat, haha.",Positive
I was thinkin' 'bout goin' down to da mall on Monday since I'm off. I don' know though.,Neutral
"I know it do. I 'member da las' time I went, I constant'y fell down. I thought I was gon' break my ankle in da process, haha.",Negative
"You see dey put him in da conference championship game, an' he made two big catches.",Positive
"Thank you Lord fo' wakin' me up dis mornin'. Please give me da strength, 'cause dese people be irritatin' my nerves.",Positive
I wonder how many men can be intimate with a woman all night without havin' sex.,Neutral
Da sex be good when it always feel fresh an' excitin'.,Positive
"I'm doin' pretty good at not talkin' to my mama. It's been 'bout 2 days, I think. Dat's a big accomplishment.",Positive
"Da Celtics lost ta da Bulls, bringin' dey season record ta 20-19. Dey just gotta take it one game at a time ta improve dey record.",Neutral
Chief Keef 17 years old. His baby mama in da 8th grade. He currently in juvenile detention fa violatin' probation. Dis person ain't no role model.,Negative
"Future be soundin' good on da chorus, but I ain't too sure 'bout da whole song tho.",Positive
"I got a whole lotta stuff ta do today, but my main thang dis mornin' was spendin' time wit my lil' one.",Positive
"Haha, I jus' called my partner an' told 'em I'ma join da army, we gon' get married an' be togeda foreva.",Positive
"I think I'ma go get my hair braided! I'ma take one weekend off, jus' me an' him.",Positive
"Ain't no need ta say some things, an' I was 'bout ta say somethin' but I ain't gon' do it.",Neutral
"I know he see me tweetin' dis, an' it's da truf. If it wasn't fo' him, I wouldn't love again.",Positive
My auntie crazy dough... I dunno why she tink I'm pregnant! I gotta go.,Negative
"I wish I was wit' my boo. But overall, I enjoy my day wit' da co-workers.",Positive
"Me an' yo' son got sumthin' special goin' on.. Don't try ta ruin it, or get ruined.",Positive
"Yeah, yeah.... But now dat I work I get my own. Imma have a couple a kids so he can spoil 'em.",Positive
"It seem like everybody chile callin' me Aunt Kisha, or dey tink I'm dey big sista who don' give two fucks 'bout 'em. Laughin' out loud.",Positive
"I ain't rushin' it, I just ready ta get dat outta da way.",Neutral
"Ain't nobody like drama, but his behavior ain't acceptable. It's all good, I only got a couple a months left.",Negative
"Hoes, please don' tag me now. Y'all wasn't a few seconds ago. Got guys fightin' y'all battles, y'all still da same scary-ass bitch.",Negative
"I like him too much ta stop, but I love him way too much ta keep goin'. I think I know what I gotta do.",Positive
People still be mad dat Rihanna went back ta Chris Brown. Like y'all ain't keep takin' back da same deadbeat dude every couple weeks!,Negative
I be gettin' horny 'round 3 an' 4 o'clock. It's like a hotline but only on yo' timeline.,Positive
"I understand dat, don' write me no formal letter, but if you invited her, you payin'! Did dis happen to you?",Neutral
"You done changed my whole life, I don' know what you doin' to me wit' yo' love, I feelin' all super human, you did dis to me!",Positive
I know you can hear 'em. Squeeze what you gon' fuck an' suck 'im up too.,Positive
"Lhh, I ain't know. I told Aaliyah you was just playin', an' she said oh well, Sabrina know now.",Neutral
It's fo' sho' dat we should be togethah. It's unbelievable how I used ta say I'd nevah fall. Da basis is da need ta know if ya don't know how I feel.,Positive
"Damn, I thought me an' you was bettah dan dis. I thought you liked me.",Negative
"You sayin' dat's yo' girl ain't sayin' anythin' like prank callahs, 'cause it's a small world an' hoes make it even smallah.",Negative
"So when dey lose in da Super Bowl, where yo dickeatin' ass gon' be den?",Negative
"Yeah, 'bout to head to my auntie's crib 'cause it's my lil' cousin's birthday, but I'ma be back.",Positive
"Lawd, forgive me fo' da sins I done committed an' da ones I'ma commit in da future.",Negative
"Dat girl at school tried ta grind on me. Nah, she was a nasty, disgusting person. I ain't neva gon' grind on her.",Negative
"My room ain't messy, it's an obstacle course designed ta keep me fit.",Neutral
"People be trippin' when dey say I'm thick as fuck. Come on now, I ain't dat thick.",Negative
It ain't the first time I'm tryna tell ya I can blow yo mind.,Positive
"I done you wrong, you done me wrong. I'll take you back, you take me back.",Negative
"Laughin' my ass off, dis fool 'bout to be 21 an' got a 16 year old pregnant. #Maury",Negative
"I beat Josh's ass in 2K13 today... Wit' LeBron, he beat me in Madden but I destroyed him on 2K. #SouthBeachIsKING",Positive
I wonder if the folks who don't deserve what I want go through what I go through...,Neutral
He been doin' dat his whole career. Why stop now? It obviously worked out aight fo' him.,Positive
"If y'all mess wit' my big bro, I'ma have y'all sleepin' wit' da fishes!",Negative
"I kinda miss my state folks. I'ma get ta see 'em next week, so it's cool!",Positive
"I s'posed ta be eatin' lunch wit' somebody, but I don' know if I'ma wake up in time.",Neutral
"Haha! Hey LaQuanda, I got 4 folks on hold but I can talk!",Positive
Ain't nobody else want a relationship where we can be gettin' it on all night 'til we get it right? Just sayin'.,Positive
"Fo' real, dis classroom feel like some Final Destination type a situation, ya feel me? Haha.",Neutral
"Hot room + walkin' everywhere + no fast food = one fine lookin' Taylor, ya dig?",Positive
Am I a fool fo' you? Or is there some kinda force behind what I'm doin'?,Positive
All dem unanswered questions could be solved by one night... one night we ain't never gonna get.,Neutral
I ain't walkin' back to Abernathy. I ain't doin' it. Y'all can have that.,Negative
I'm done packin'. Imma watch TV 'til I get that call in the mornin' sayin' we on our way.,Neutral
"I can't see 'em comin' down my eye, so I gotta make the song cry.",Negative
"Soon as I climax, I come to my senses. I'd be sayin' these women's names, then I'd be snitchin'.",Negative
The feelin' of knowin' you ain't gotta wake up in the mornin' is better than anythin'.,Positive
I don't be readin' between the lines on Twitter no more 'cause I hardly scroll down my timeline. I just tweet an' then get off.,Neutral
I met dat girl an' I had ta spoil her 'cause dat girl be so loyal.,Positive
"It's funny how my name always be in yo' mouth, but yo' name don't cross my mind.",Negative
I'm 'bout ta blow up dis person's phone an' tell 'em what's on my mind!,Negative
"I don't think 'bout sex in my life like dat. I'd rather do it wit' da woman I used ta sleep wit', D.G., but she hate me, which be tragic.",Negative
"Ya gotta have a woman who got yo back. If ya ain't got one, ya ain't worth nothin'.",Positive
"Ya want me ta come over so we can talk, but I just wanna come over so we can get it on. If ya ain't down, then move on.",Positive
"How you tellin' me ta text you, but you ain't textin' back? #subtweet",Negative
#10thingsaboutmycrush he got gum stuck on his arm from when he was a baby.,Neutral
I 'member that day when my friend pulled my swimsuit string an' my bottoms came off in the pool. That was so embarrassin'.,Negative
"Dang, someone done deleted Ruzzle off my phone. Ain't nobody gettin' off easy tonight!",Negative
"Them females always tryna argue when a brotha havin' a bad day. Nah girl, just shut yo' mouth.",Negative
"Gotti be makin' some of these females look real foolish, an' they ready to claim the title.",Negative
"My mind just rewound all the way back, watchin' my boy @SterloC4's highlight tape. We ran them tournaments, out of town an' all.",Positive
"If a brotha ever wanna think 'bout hittin' me, he better think twice. I'll fight guys too, ain't no thang.",Negative
"If you gon' say somethin', say it when I said it helped, don't wait 'til weeks later.",Positive
"She cookin' pig feet, neck bones, black-eyed peas, greens, an' cornbread. Dang, I ain't eatin' none a' that stuff.",Neutral
"I got a big dick, so which one a' y'all hoes gon' let me murder yo' throat?",Negative
"Take me fo' who I am. If you don' like it, then suck my dick.",Negative
"Dedria know she a pop, not some Molly. She prob'ly don' even know what a Molly is, lol.",Neutral
"Nah, I ain't see her dere. But knowin' me, I'ma end up gettin' real mad an' den go to her crib.",Negative
"Clothes all over da place, shoes all over da place, da M&M's bag all over da place, da Taaka bottle over dere. Ugh, it's so messy.",Negative
"Rainy days fade away when you come 'round. Say you here to stay wit' me, boy. I don' wan' you tellin' me I need you.",Positive
"Even when da sky fallin', even when da sun don' shine, I got faith in you an' I.",Positive
"I need a blunt, I need to pop a pill, I need a strong drink, I need some head, an' I need to get laid.",Negative
"I do dis stuff. Imma erase you like I drew you, bitch.",Negative
"What you expect me to do, forgive yo worthless self and stay? What I look like, Booboo da Fool?",Negative
"I keep fallin' in and out a love wit you. Sometimes I love you, sometimes you make me sad.",Neutral
I'm just talkin' all dis nonsense fo' no reason 'cause I'ma end up changin' my mind and watchin' her.,Neutral
"Haha, I'm a good child, and you need to be 'cause I'm super bored up here.",Positive
"If one of dese buses flip over, JPS ain't gon' be 'round no mo'.",Negative
"Aight, let me check my attitude. My bad if I was bein' rude.",Positive
It ain't never good to be 'round someone who ain't got no good intentions. Dere's some bad folks out dere.,Negative
"I love sellin' drugs, it make my son happy. He ain't never gon' know dat Daddy be sellin' drugs less somebody say 'Kha'marie, yo' Daddy be on dat #FastMoney'.",Negative
"Can you, my best friend, 'cause he texted me late at night, he tryna give me some head!",Negative
"Aww, thank ya'll fo' congratulatin' me on dis day, I'm real grateful to all a' y'all fo' takin' a lil' bit a' ya time fo' me, thank ya friends :).",Positive
"Betta text 'em wit' 6 y's in 'heyyyyy'!!!!! Can't believe dey called ya by dey ex, oh naw, shakin' my head!",Negative
"What's up wit' our age group these days? Y'all talkin' 'bout sex, eatin' pussy, suckin' dick like y'all s'posed to be talkin' 'bout kissin' an' huggin'.",Negative
"Da only thangs on my agenda ta do today is: wash my ass, brush my teeth, an' get my car detailed!!",Neutral
How deep is our bond if all it takes is fo' ya to be gone?,Negative
"I can't really explain it, I'm so into you now. I wanna be more than a friend to you now.",Positive
"If it wasn't for my rearview mirror I would mess up all types of stuff, haha.",Neutral
"Dang, they sent my guy Peyton home and Ray Lewis with that emotional stuff.",Negative
"Get off my case and tell your girl to get on it, we the money team, they can't get on it.",Negative
"If a guy is hatin', I don't need you bro, I'm the type of guy who don't need a woman.",Neutral
Da one thang I respeck da most is dis man's cool-headed nature. Everythang dat happens jus proves his points... I bet Punk gon' keep da title.,Positive
"Dang, dat's a real rude way ta come at someone. What's up wit' dese females dat be attracted ta dey own gender?",Negative
"I ain't even in da mood, but I manage ta smile 'cause ain't nobody made me mad.",Positive
"I saw some ignerant texts from @iRock_NoStar, @iiFear_NOT, an' @_DopeyyDiva. I was bored dis mornin'.",Neutral
"If you can beat me rockin', you can have my chair, 'cause ain't too many men out dere dat can do what I do.",Positive
"Ain't nobody s'posed to be dyin' like how dese folks be dyin'. Fallin' down steps? I fell down dem concrete steps at JSU, an' I'm still breathin'!",Negative
"Da day I run from anybody walkin' da same ground an' breathin' da same air as me, dat's da day I'ma take off my hat an' salute 'em!",Positive
Told Dee 'bout dis stuff an' I was told not to talk 'bout it no more.. but she said I can trust her.,Neutral
"Honest Hour -> I ain't got nothin' 'gainst nobody. Why folks don't like me, I don't know. Fo' real, I don't even care!",Neutral
I ain't gon' see Texas Chainsaw Massacre tomorrow. I'ma go da week after next. Dat mothafucka betta still be playin'!,Neutral
My best friend comin' over to my crib tomorrow to get dat funky project done.,Positive
I don't care 'bout dat. I'ma wake up and look good fo' you. I ain't owe you nothin'!,Neutral
"Imma hit it from the front, back, side, side, girl I love the way you do it. #JAMMIN!!",Positive
"Nah, it wasn't. But if you lookin' at me, den sho' it could be.",Neutral
"Neshia so shy!! Lord, I'm just like her.. I wouldn't even tell a squirrel 'hey!' I'm just dat shy!!!",Negative
"Mah sistah told me ta hit da sack, so bye evahbody :(",Negative
"I had ta walk fo' 3 days in da cold an' rain, but I got mah booty tho' >>>",Positive
"Nah, you ain't wanna git dat answer anytime soon... I'm missin' in action an' outta yo' life, nigga....",Negative
I wuz 'bout ta go ta sleep but I gotta talk ta you 'bout some stuff an' I'm thankin' an' I'm bored talkin' ta Halle tho' >>> mah #love,Neutral
"I'm channelin' mah innah Jay Cutlah when I say I don' care, Miami wuz fun as hell.",Positive
Dem women be actin' up. Flip dat an' it ain't gon' get nowhere. Need some oil sheen or somethin'.,Negative
"If it walk like a duck, talk like a duck, it's a duck.",Neutral
Da next person to mess wit' my stuff gon' get shot. Whether it's my fault or not.,Negative
"I ain't gon' jump nobody. Dat make me feel like I can't handle my business. Plus, dat ain't cool. Real talk.",Neutral
"Shaggy had me worried. He keep laughin', an' to see him snappin' was like wow.",Positive
I'm finally 'bout to go back to school. Gotta be on my A-game tho.,Positive
"Mornin'. School done come back too soon, but I gotta get wit' da program.",Negative
"Ain't in a good mood dis mornin'. Might as well just quit school, man.",Negative
"Soulja Boy, my friend, I went so hard to give the sun to more than just the USA. Ha, what? Yes, the world.",Positive
B was a hothead 'fore he got his bullets. He was sayin' he 'bout to go rob somebody. Lol.,Negative
"Ooh, where you be at school again? I done forgot. I'm ready to be in a hospital, man.",Neutral
"I miss her when she ain't around, but when she get here, she be the devil.",Negative
"Damn, did they really gotta choose the babies to kill though? Then this dummy shot hisself and his mama. What was he tryna get outta this?",Negative
"Shout out to @jeriadannette_, no matter who we be hangin' round, we never stopped talkin' to each other. We used to have so much fun in class. I miss her!!!",Positive
"I don't know if the daycare be open or not, I just rather keep [my child] home wit' me.",Neutral
"If anybody know, dey know I like ta make people laugh! I like seein' people happy!",Positive
"No matta how old you is or how much you done growed up, you gon' always have dat one person you wanna beat up!",Negative
"I ain't goin' to Disney World, I refuse! You know I'ma just stay in my boring condo an' sleep.",Negative
"I was 'bout to call you, den I was like nah, she prob'ly at work.",Neutral
"I tweet songs dat come on my Pandora, but somebody always git offended. I don' even care 'bout you an' yo' insecure self!",Negative
"I'm still up thinkin' 'bout my past, wishin' it was betta'. But I'm still makin' progress. Thanks a lot, da person who pushed me away.",Negative
"Hoes out here doin' whateva' dey want. Bitches do da most, but I'ma serve da fuck outta dem. Now, what you got?",Negative
"I ain't neva' been a sucker fa' love, I feel like a person treated dese people like dey da hoe.",Negative
Females wanna get mad at da next bitch 'cause dey can't keep dey man in check. Everybody's sharin' everybody.,Negative
"Cuz she bipolar an' we was neva' cool, dis was my girl fo' real.",Negative
"Da best thang 'bout a woman be her smile. Nah, I'm just playin', look at dat booty tho.",Positive
"If y'all cowardly, fake folks don't like me, y'all gon' realize dat I'm da most real person y'all done criticized.",Negative
"Dis girl said I was an 8.9, da other one said I was a 9, but I'm a dime piece.",Positive
"Yo boo spelled yo name wrong, dat's silly. An' his bio say my wife got a diff'rent name, dat's funny.",Neutral
"Everybody fall in love in high school an' say dey gon' get married, but by da end of high school you find out who gon' really be yo wife.",Neutral
"Yo, you gotta keep yo girl in check, you let her talk to dem crazy folks. You got baby mama drama, but you ain't even got no baby!",Negative
You know you be broke when you scrape up change to get yo'self somethin' to eat. Laughin' out loud.,Negative
"Da woman be so desperate, all up on Facebook lookin' fo' love. How you be messy an' nasty, a woman don' wan' dat sour stuff.",Negative
"Dat's messed up when folks lie to dey girl sayin' 'I love you' an' all, but den dey at 'nother woman's crib talkin' 'bout 'I love you' to her. Fuck you.",Negative
