aae_text,sae_text,aae_perplexity,sae_perplexity,perplexity_difference,perplexity_ratio
Funny Statistic....Twitter activity is down 40% on Legal Holidays when Gov offices are shut down..WOW! Says alot about what yall do all day!,Funny statistic... Twitter activity is down 40% on legal holidays when government offices are closed. Wow! That says a lot about what you all do all day!,86.08684539794922,32.832279205322266,53.25456619262695,2.622018558613931
Today was a Great Day to be an American! And to be African-American just added more meaning to the occasions. #ProudBlackMan,Today was a great day to be an American! And being African American made the occasion even more meaningful. #ProudBlackMan,31.58263397216797,21.80374526977539,9.778888702392578,1.4484958240613914
Anyone that left their animal outside tonight should be made to go out there with them. #CruelPeople,Anyone who left their animal outside tonight should have to go out there with them. #CruelPeople,51.513858795166016,54.3668327331543,-2.8529739379882812,0.9475236316967116
#ThirdShift....Bring it on! We ain't Scurd! Snow??? We laugh at Snow!! **in my quiet punk voice** {{Please Baby Jesus...Not Tonight}} LOL!!,"#ThirdShift... Bring it on! We aren't scared! Snow? We laugh at snow! **in my quiet, timid voice** {{Please, Baby Jesus... Not tonight}} LOL!",416.8316345214844,132.7711639404297,284.0604705810547,3.139474130907701
#RealLife.....Somethings are learned and don't come with a scripture. ((That one is for the Saints)),#RealLife... Some things are learned and don’t come with a scripture. (That one is for the churchgoers.),129.85975646972656,69.02652740478516,60.833229064941406,1.8813021797866691
Im so faded my nigga im bout to disappear in this bitch.. Like poof! Der go my roof... Pow! Der go my hamma,"I'm so intoxicated, my friend, I'm about to disappear in this place... Like poof! There goes my roof... Pow! There goes my hammer.",328.58984375,41.078128814697266,287.51171493530273,7.999143418442041
I got a headache rite... I drunk some frozen koolaid real fast rite... Got brainfreeze.... Headache gone.... Boom!,"I have a headache, right? I drank some frozen Kool-Aid really fast, right? Got brain freeze... The headache is gone... Boom!",121.15410614013672,40.6764030456543,80.47770309448242,2.978486224658459
My whole life was a battle..... I made moves wit horses.. No saddle... Jus raddle,"My whole life was a battle... I made moves with horses—no saddle, just rattle.",449.6491394042969,138.17251586914062,311.47662353515625,3.254258899288967
I strive for da gold...  And pic my own shit. Move bricks ill break and go pitch da whole load,I strive for the gold... And choose my own things. Move bricks I’ll break and then go sell the whole load.,1066.717529296875,224.47000122070312,842.2475280761719,4.75216074974784
Do I herr my g code..... .. Unless u not blessd to undastand ima man dat got stuck up in dis mess..,"Do I hear my code... Unless you’re not blessed to understand, I’m a man that got caught up in this mess.",708.8989868164062,70.98332214355469,637.9156646728516,9.986838674340273
I love yhu sorya & I want yhu to know yhu do got a friend& im here for yhu nmw on some friend type shit I dont wany to see nothing happend,"I love you, Sorya, and I want you to know you do have a friend, and I’m here for you no matter what, as a friend. I don’t want to see anything happen.",86.13028717041016,10.93712329864502,75.19316387176514,7.875040339088129
"""@KardinalRule @PAUL_THE_GREAT  Was that suppose to be a joke, NOT FUNNY! Better luck next time :-)""",@KardinalRule @PAUL_THE_GREAT Was that supposed to be a joke? That was not funny! Better luck next time :-),76.60640716552734,48.283447265625,28.322959899902344,1.5865977162750482
Relationships r wut u make it so dont be such a bitch about thing and relationships will last longer.,"Relationships are what you make them, so don’t be so difficult about things and your relationships will last longer.",229.61856079101562,17.7580623626709,211.86049842834473,12.930383737906858
@2Slick__ next time I'm in JA I guess unless you're planning a trip to NYC in the near future?!,"@2Slick__ The next time I’m in Jamaica, I suppose—unless you’re planning a trip to New York City in the near future?!",98.3991470336914,61.3917350769043,37.00741195678711,1.6028077217630126
@conceited_CASHE soon.! Mite hav that hook up for yo ass lol...bt yu jus make sure yu call me n we go talk about this .,"@conceited_CASHE soon! I might have that hookup for you, lol... But you just make sure you call me and we’ll talk about this.",352.33990478515625,86.15115356445312,266.1887512207031,4.0897874283431
@LoVEme_ai look around 2:13 a.m Myself jumped up and was like self!? Itold myself huh? Myself sed.bitch yu 4gt to call ai.! myself sed damn!,"@LoVEme_ai I looked around at 2:13 a.m. and suddenly jumped up and said, ""Self!?"" I told myself, ""Huh?"" Then I said, ""Girl, you forgot to call Ai!"" And I said, ""Damn!""",342.94537353515625,34.799224853515625,308.1461486816406,9.854971625912807
@LoVEme_ai I love yu lol i am after class..bt fina txt yu now cus I jus gt slick pissed.  .,"@LoVEme_ai I love you lol. I am out of class, but I’m going to text you now because I just got really upset.",692.786865234375,59.18236541748047,633.6044998168945,11.705967822464716
@GritzN_Gravy right I need to cheer up because he's in a better place and people blaming honey cocaine,"@GritzN_Gravy You're right, I need to cheer up because he's in a better place and people are blaming Honey Cocaine.",452.60565185546875,97.99954223632812,354.6061096191406,4.618446591964684
@iamfocus @melvinwjr @MaJorMaJeed ha ha ha pretty much that 97-2002 class was real smooth from every school,"@iamfocus @melvinwjr @MaJorMaJeed Haha, pretty much, that 1997-2002 class was really smooth at every school.",445.5888671875,180.38348388671875,265.20538330078125,2.470230963425293
after school traffic at washington went down also soon as it got hot in the school year nigga left tech early to get to washington,"After-school traffic at Washington decreased. Also, as soon as it got warm during the school year, people left Tech early to get to Washington.",302.8741455078125,76.79425048828125,226.07989501953125,3.943969028697414
chicks would be scared to holla after the basketball games but would find a niga on blackplanet and get at me all the time lol lol,"Women would be too shy to talk to me after the basketball games, but they would find me on BlackPlanet and reach out to me all the time, haha.",150.71022033691406,23.56633949279785,127.14388084411621,6.395147637713225
@melvinwjr is too funny this nigga changed his name to his bp name lol lol lol,"@melvinwjr is so funny, he changed his name to his BlackPlanet name, lol lol lol.",190.85772705078125,91.80078887939453,99.05693817138672,2.079042341362939
@iamfocus yall sure did and we had a couple also i wanna thank the locker room at jackie robinson for letting me get head and fingerin game,"@iamfocus You all definitely did, and we had a couple as well. I also want to thank the locker room at Jackie Robinson for letting me receive oral sex and for the fingering experience.",280.70391845703125,109.70394897460938,170.99996948242188,2.558740328682236
@Miss_CamillaB i thought yall school had a sex scandal from all those nuns being in the same place with no penis around,@Miss_CamillaB I thought your school had a sex scandal because all those nuns were in the same place with no men around.,131.93104553222656,68.63209533691406,63.2989501953125,1.922293715273864
its gonna be alot of headlights on this cold am the big nipples are out,There are going to be a lot of headlights this cold morning—the big nipples are out.,1073.9547119140625,125.52832794189453,948.426383972168,8.55547691522811
"""You don't mess with the Juice!n I gave you silk suits, blue diamonds and gucci handbags.n I gave you things you couldn't even pronounce!""","""You don't mess with the Juice! I gave you silk suits, blue diamonds, and Gucci handbags. I gave you things you couldn't even pronounce!""",68.59917449951172,28.184988021850586,40.41418647766113,2.4338904968251107
wheres is the jayer @Tiera_Nichole at with her goofy ass i saw her begging for change in the middle of the grand ave mall the other day ha,Where is Jayer @Tiera_Nichole with her silly self? I saw her begging for change in the middle of the Grand Avenue Mall the other day. Ha.,139.1928253173828,87.61104583740234,51.58177947998047,1.58875886010665
Word of advice if its real cold dont let nobody use ya jacket trynna b a gentlemen you gon get the flu,"Here’s some advice: if it’s really cold, don’t let anyone use your jacket trying to be a gentleman—you’re going to catch the flu.",179.41131591796875,30.445955276489258,148.9653606414795,5.892779986329165
"""It's freezing cold in my house but my mom still expects me to get up and put all these clothes away , hmm idk about it""","It’s extremely cold in my house, but my mom still expects me to get up and put all these clothes away. Hmm, I’m not so sure about that.",42.6274299621582,17.22879981994629,25.398630142211914,2.474196137145152
@MrsStealUrGurl only the last half hour.. Bout to watch the beginning. But this headache is stopping me.,@MrsStealUrGurl Only the last half hour... I'm about to watch the beginning. But this headache is stopping me.,189.17588806152344,107.85955810546875,81.31632995605469,1.7539093556877066
So she just outed him to his wife cause he didn't give her the job. Smh.,So she revealed his secret to his wife because he didn’t give her the job. Shaking my head.,52.82495880126953,45.33745193481445,7.487506866455078,1.1651505884631652
She ain't gonna see anything unless I @ her cause she is a lil on the nice side.,"She won’t see anything unless I mention her, because she is a little on the quiet side.",113.36479187011719,26.95220184326172,86.41259002685547,4.206142137454323
Reconnecting with someone you've know for years that you have seen for a really long time... Priceless!,Reconnecting with someone you've known for years that you haven't seen in a really long time... Priceless!,48.28891372680664,16.995691299438477,31.293222427368164,2.8412444587294936
Damn. Checks bank account. I think I'll pay my bills and stay my ass in Philly instead.,Damn. Checks bank account. I think I'll pay my bills and just stay in Philadelphia instead.,74.18255615234375,78.6141357421875,-4.43157958984375,0.9436287183213847
Exactly why I need a change... Not being able to do what you want when you want it sucks!,This is exactly why I need a change... Not being able to do what you want when you want to is terrible!,23.708982467651367,20.81632423400879,2.892658233642578,1.1389610481237933
When people email you instead of texting or calling that means they shouldn't be talking to you in the first place.,"When people email you instead of texting or calling, it means they shouldn't be communicating with you in the first place.",15.792981147766113,13.215071678161621,2.577909469604492,1.1950734382973178
So at 2PM I was super tired. Now at almost 1AM my body is like naw it aint time to sleep yet. Wtf??,"So at 2PM I was very tired. Now, at almost 1AM, my body is like, ""No, it isn’t time to sleep yet."" What the heck?",28.26268196105957,16.237369537353516,12.025312423706055,1.7405948602723016
But then my alarm is gonna go off at 5:30 and I'm not gonna wanna get up,But then my alarm is going to go off at 5:30 and I’m not going to want to get up.,13.28683090209961,7.373359203338623,5.913471698760986,1.8020051018378969
I guess I need to lightly toast this bread so I can make a sandwich. Cause using the microwave proved to be a failure,"I suppose I need to lightly toast this bread so I can make a sandwich, because using the microwave turned out to be a failure.",41.18466567993164,28.839509963989258,12.345155715942383,1.428063990385318
I can see working with dude will guarantee me out of work late every time.,I can see that working with him will guarantee that I get out of work late every time.,297.77215576171875,43.27590560913086,254.4962501525879,6.8807839274631215
Finding this new thing to be quite interesting. I should have some fun with this...,I find this new thing quite interesting. I think I’ll have some fun with it…,41.15205001831055,21.111743927001953,20.040306091308594,1.9492492027471502
Can't believe I came home at 4 and sat around in my jeans until just now. That's a first.,I can't believe I came home at 4 and sat around in my jeans until just now. That's a first.,25.758827209472656,23.72602653503418,2.0328006744384766,1.0856780915859137
@SaFcknMantha gotta find out if the folks still going down or not. But I'm going back when the boy gets outta school.,@SaFcknMantha I need to find out if everyone is still going or not. But I’m going back when my son gets out of school.,104.21084594726562,52.57268142700195,51.63816452026367,1.9822242868088082
@MrsStealUrGurl I can't treat but if you find a friend makes sure he has another.,"@MrsStealUrGurl I can’t pay, but if you find a friend, make sure he has another one.",168.73497009277344,68.41754913330078,100.31742095947266,2.4662527703823476
I swear I'm gonna go to sleep and its gonna feel like I gotta get right back up.,I swear I'm going to go to sleep and it's going to feel like I have to get right back up.,30.260650634765625,12.21498966217041,18.045660972595215,2.4773373921455115
As soon as I stop caring... Here you come.. Leave me in my friend zone! I'm cool there.,As soon as I stop caring... here you come. Leave me in my friend zone! I'm fine there.,112.84611511230469,73.48970794677734,39.356407165527344,1.5355363120238552
Last Tuesday I forgot my meds at home. This Tuesday will probably be no different.,"Last Tuesday, I forgot my medication at home. This Tuesday will probably be no different.",38.44034194946289,25.93863868713379,12.501703262329102,1.4819722196342655
"""If I ever say I think I'm from southwest please proceed to smack the sh*t outta me!""","""If I ever say that I think I'm from Southwest, please proceed to smack the shit out of me!""",65.42583465576172,33.89373016357422,31.5321044921875,1.9303226390252917
"""Somebody ask me where you from.. My first answer is Philly. They wanna know where in Philly and Imma tell em. But if I say I think.....""","Someone asks me where I’m from… My first answer is Philadelphia. They want to know where in Philadelphia, and I’ll tell them. But if I say I think…",68.80192565917969,17.766502380371094,51.035423278808594,3.8725644578864262
Hardest I've ever worked In one day in 4.5 years. I still don't like the job tho.,"This is the hardest I have worked in a single day in 4.5 years. I still do not like the job, though.",32.219722747802734,14.846305847167969,17.373416900634766,2.1702181727549994
Females are the pettiest people.. I see why mfs don't like havin none or too many as friends..,Women are the pettiest people. I see why people don’t like having any or too many as friends.,86.31739807128906,37.41436767578125,48.90303039550781,2.3070655321314786
She didn't leave you for making too many mistakes she left because you made the same mistakes too many times..,She didn’t leave you because you made too many mistakes; she left because you made the same mistakes too many times.,21.413801193237305,7.648258209228516,13.765542984008789,2.7998271773041155
Lol dumb ass  if I say half the girls I fucked or saw naked I fuck yo life up,"Lol, idiot. If I mentioned half the girls I’ve slept with or seen naked, I’d ruin your life.",221.263427734375,32.538360595703125,188.72506713867188,6.800079158370201
I don't get girls they try there hardest to fuck with a nigga who might have there back or might look out for you cause he talk that cash,I don't understand girls—they try their hardest to get involved with a guy who might support them or look out for them just because he talks about money.,112.18240356445312,42.60365295410156,69.57875061035156,2.6331639609709345
Smh what are you gone dick suck let me guess whatever team that's winning Smh where are the true fans,"Shaking my head, what are you going to support—let me guess, whichever team is winning. Shaking my head, where are the true fans?",366.9042053222656,27.6710205078125,339.2331848144531,13.259511163264676
I hate people that just swear they be mad all the time bitch smoke some weed and be happy,I dislike people who always claim they're angry. Just smoke some weed and be happy.,105.62785339355469,90.40409851074219,15.2237548828125,1.1683967334844179
Girls like girls boys like boys it don't matter to me just don't fake it you are who you are,"Girls like girls, boys like boys—it doesn't matter to me. Just don't pretend; you are who you are.",26.05409049987793,13.330708503723145,12.723381996154785,1.9544415431933915
Damn that way I miss girl cuz I know she would drink with and blow that loud.,"Damn, that's why I miss her, because I know she would drink with me and smoke that loud.",359.9243469238281,34.480323791503906,325.4440231323242,10.43854312680541
I'm so use to the past I don't know if I can take what's happening now,I'm so used to the past that I don't know if I can handle what's happening now.,19.724905014038086,10.159632682800293,9.565272331237793,1.9414978503535152
I try fuck with one girl but she keep swearing u fuck with other girls,"I try to be with one girl, but she keeps insisting that I’m involved with other girls.",210.80419921875,20.384057998657227,190.42014122009277,10.341620850599838
Sometimes ii Feel ii talk Da Most Shit..Bt Den ii B Like..Who Da Fukk Gone Check Me..??,"Sometimes I feel like I talk the most trash, but then I’m like, who the hell is going to check me?",568.8362426757812,13.77314567565918,555.0630970001221,41.30038671420332
Bitches give Dey self a reason too hate Me..Hell Y not jus Make it 2.!,"Women give themselves a reason to hate me... Hell, why not just make it two!",817.4694213867188,69.8205795288086,747.6488418579102,11.708144316525239
Everybody walking around wanna B Bad...But wen it Aww Boils Down Dese Bitches ain't Bad after aww.!,"Everyone is walking around wanting to be tough... But when it all comes down to it, these people aren't really tough after all.",517.5390625,18.106443405151367,499.43261909484863,28.58314307893055
You Can't B happy having So Much hatred in Yo life#Some Shit ain't gone turn out right.!,You can't be happy having so much hatred in your life. Some things just aren't going to turn out right.,326.0714416503906,16.42009735107422,309.6513442993164,19.858069941897067
Mii nose Making Me Mad af I swear..It's aww Stopped up in Shit..Fucking With me..A nigga Can't Fuckin Breath fr,"My nose is making me really mad, I swear. It's all stuffed up and bothering me. I can't even breathe for real.",233.00331115722656,20.19866371154785,212.8046474456787,11.535580496051102
Can't wait for duflocka rant 2 shit gonna be hard ass fuck like tht metal jacket2,"I can't wait for Duflocka Rant 2; it's going to be extremely hard, just like that Metal Jacket 2.",454.126708984375,50.467220306396484,403.6594886779785,8.99844901754608
@TupacShakur____: Inside my mind couldn't find a place to rest. Until I got that Thug Life tatted on my chest. Tupac,"@TupacShakur____: Inside my mind, I couldn't find a place to rest until I got ""Thug Life"" tattooed on my chest. —Tupac",29.711702346801758,20.967012405395508,8.74468994140625,1.4170689544284312
Finna watch this movie and wait for the bae to finish getting his hair done,About to watch this movie and wait for my boyfriend to finish getting his hair done.,78.0761489868164,37.330345153808594,40.74580383300781,2.091492823469133
"""@adriane_317: Cheating is a choice, not a mistake. If you had time to cheat, you had time to think about it.""","""Cheating is a choice, not a mistake. If you had time to cheat, you had time to think about it.""",22.820817947387695,12.669960975646973,10.150856971740723,1.8011750779068507
My bae gone tell me nt to wear my favorite color fuck kinda drugs he smoking,My boyfriend is going to tell me not to wear my favorite color—what kind of drugs is he on?,613.763427734375,28.02700424194336,585.7364234924316,21.8990022064455
@iKillajay Your  Welcome Love. Seen Your Videos Too You & @iiDayDay Make A Dope Team. Juss Saying,"@iKillajay You're welcome, love. I've seen your videos too. You and @iiDayDay make a great team. Just saying.",682.2283325195312,85.76602935791016,596.4623031616211,7.9545285893150615
I hope my momma go take me to get a tattoo soon like she said,I hope my mom is going to take me to get a tattoo soon like she said.,87.12303924560547,21.358383178710938,65.76465606689453,4.079102735287835
@Queensboromafia how you gone tell me to dm you but you dont dm back -_-,@Queensboromafia How are you going to tell me to DM you but then not DM me back? -_-,106.63040924072266,37.23306655883789,69.39734268188477,2.863863202678162
@LeviDenimFlow you and @Mr_StealYoPlate  should be asleep you guys have class tomorrow n it's almost 2:00! Shame on yall,@LeviDenimFlow you and @Mr_StealYoPlate should be asleep; you both have class tomorrow and it's almost 2:00! Shame on you all.,95.77714538574219,66.0586929321289,29.71845245361328,1.4498795106973597
@AlexisF__ sorry it won't happen again bae lov u u my world I dnt wanna lose u,"@AlexisF__ Sorry, it won't happen again, babe. Love you. You are my world. I don't want to lose you.",103.77605438232422,16.382892608642578,87.39316177368164,6.334415836161835
Boi me an my gf broke up smh. Now i need a friend 2 talk 2,"Boy, my girlfriend and I broke up, shaking my head. Now I need a friend to talk to.",66.12774658203125,23.910480499267578,42.21726608276367,2.7656385485041532
One thing about me ill never tell nobody nun wrong because I then already been there & learnt from it!,One thing about me is I'll never tell anyone anything is wrong because I’ve already been through it and learned from it!,390.4466552734375,25.914630889892578,364.5320243835449,15.066649296777076
"""@FamousWomen: Wherever you go, no matter what the weather, always bring your own sunshine. - Anthony J. D'Angelo""","""@FamousWomen: Wherever you go, no matter what the weather is like, always bring your own sunshine. - Anthony J. D'Angelo""",5.986400127410889,6.88408899307251,-0.8976888656616211,0.8695994681990646
Dat shyt gone put me rite bak ta sleep n dats wastin it .... nvm,That stuff is going to put me right back to sleep and that's wasting it... never mind.,587.6884155273438,52.18537521362305,535.5030403137207,11.261553895542885
Now dat I left school my attitude is now a good one n# thank god,"Now that I have left school, my attitude is better now and thank God.",622.53076171875,53.7232780456543,568.8074836730957,11.58772852970216
@TweetWatching_ ...... Cuz ma mom aint pay da bill n I had money for it n dis rump-a-skunk sid spend it so I bought other shyt wit it -_-,"@TweetWatching_ ...... Because my mom didn’t pay the bill and I had money for it, but this person went and spent it, so I bought other stuff with it -_-",362.1796569824219,89.72808074951172,272.45157623291016,4.036413728646401
"""@WatchYa_Aim Lol  , You Coulda Looked Over It & Act Like Yeen C It . & Terry Want Yo # .""","""@WatchYa_Aim Lol, you could have just ignored it and acted like you didn’t see it. And Terry wants your number.""",1197.202392578125,139.0107421875,1058.191650390625,8.61230127786325
@JERRI_NoTom Stfu  .  You Know I Fwu 103 TouGh  ( : You MY Nigga Foo '  .,"@JERRI_NoTom Be quiet. You know I mess with you 103 percent, for real. You're my close friend.",589.532958984375,148.99026489257812,440.5426940917969,3.9568555664319938
"""I Love My Team  ,  We All That Get Money Shit . Fucc That Hot Shit  .""",I love my team. We’re all about making money. Forget that drama.,225.0503387451172,63.42789840698242,161.62244033813477,3.5481285742922024
"""Lol  ,  Lelani Is NOT Finna Blow My High   !   With Her Stupid Ass @Aha_LadyBug  .""","Lol, Lelani is NOT going to ruin my good mood! With her foolish self @Aha_LadyBug.",324.75128173828125,261.1697998046875,63.58148193359375,1.2434488290037453
"""@Aha_LadyBug Lol   ,  Im High Bitch I Thought I Asked . Damn Hoe , Excuse The Weed   .""","""@Aha_LadyBug Lol, I'm high, I thought I asked. Damn, sorry, excuse the weed.""",534.1915893554688,157.639892578125,376.55169677734375,3.388682779587203
"""In Memphis Its A Bunch of Hoes , Broke Niggas , & Bullshit  .  Thats Why I Gotta Get Tf Away From Here  .""","In Memphis, there are a lot of promiscuous women, broke men, and nonsense. That’s why I have to get away from here.",71.44695281982422,22.15738868713379,49.28956413269043,3.2245204445644617
"""I Need To Learn How To Control My Temper  ,  Ima Real Ass Hothead  .""",I need to learn how to control my temper. I’m really a hothead.,119.21670532226562,20.872407913208008,98.34429740905762,5.711689126525052
"""Idgaf Who You Is , Young or Old , Ima Say Whatever I Got To Say !""","I don’t care who you are, young or old, I’m going to say whatever I have to say!",110.90251159667969,8.810211181640625,102.09230041503906,12.587951561000786
I wanna scream and shout and let it all outtt and scream and shout and let it out we sayin' ohhhweeee oh we oh we ohhhhh!,"I want to scream and shout and let it all out, and scream and shout and let it out. We're saying, ""Oh, we, oh we, oh we, oh!""",33.11627960205078,12.986842155456543,20.12943744659424,2.549987071963962
"""Not sure if it's your pride that's too high or if this is really you, but damn.""","I'm not sure if your pride is just too strong or if this is truly who you are, but wow.",24.02960205078125,20.009706497192383,4.019895553588867,1.2008972772365707
"""@TunechiS_LADY I KNOW YOU NOT ARGUING ON THIS SOCIAL NETWORK, which is what these Mfs wanna see?""","@TunechiS_LADY I know you are not arguing on this social network, which is exactly what these people want to see.",239.8326416015625,80.61334228515625,159.21929931640625,2.975098597862306
"""im chilling until later, cause my bed & i taking care of some unfinished business !""","I'm relaxing until later, because my bed and I are taking care of some unfinished business!",370.3260803222656,67.05844116210938,303.26763916015625,5.522437949713544
