original_text,sae_text
My booney jus askd me do Ik who bandcrew is I'm like Hell yea my twin @ThatMagDontMiss is bandcrew ..aye twin I need to tty,"My friend just asked me if I know who Bandcrew is. I’m like, “Hell yeah, my close friend @ThatMagDontMiss is Bandcrew.” Hey, friend, I need to talk to you."
Wlkd n da house from da store ..wlkd n da room.n it smelled like str8 kush... Livin da good life..,"Walked in the house from the store, walked into the room, and it smelled like straight kush... Living the good life."
@SMH_YeaThatsRob believe me nephew Ik if nbdy else knws Ik..Cnt trust nbdy ya friends turn on jus as quick as fam will,"@SMH_YeaThatsRob Believe me, nephew, I know if nobody else knows, I know. Can't trust anybody—your friends will turn on you just as quickly as family will."
Imiss my ABC n my nephew n my sis brit ..my niece due tmw I hope she cum tonight,I miss my ABC and my nephew and my sister Brit. My niece is due tomorrow; I hope she comes tonight.
Said sumn last night apparently it striked A nerve in smbdy lol yu a b ok,"I said something last night and apparently it struck a nerve in somebody. Lol, you'll be okay."
Nicknames ain't sht bt dnt give nbdy a title dey haven't earned..especially if dey Cnt play dat role,"Nicknames aren't anything, but don't give anyone a title they haven't earned—especially if they can't fulfill that role."
"""I've been the same girl since day one, I ain't never change I just don't take yo bullshit no more""",I have been the same girl since day one; I have never changed—I just don't put up with your nonsense anymore.
"""Joy to the HOE she fucked my man that's why he got HERPES, That's what she get for talkin Shit""","""Joy to the hoe—she slept with my man, that’s why he has herpes. That’s what she gets for talking trash."""
Going back to my sister house tomorrow had to lay in my big bed tonight ..,"I’m going back to my sister’s house tomorrow, so I had to sleep in my big bed tonight."
I wudnt be me if  i didnt get no head before i give her head,I wouldn’t be myself if I didn’t receive oral sex before I gave her oral sex.
"""@DripDropper_DD: @GBF_KROC: @DripDropper_DD don't ooo me Lol but how you doin im GooDyou like it Lol""","""@DripDropper_DD: @GBF_KROC: @DripDropper_DD, don’t say 'ooo' to me, lol. But how are you doing? I’m good. Do you like it? Lol."""
@LaToyaJS23 if that's the case they should say that about pop and the Spurs from 99 with Robinson and Duncan,"@LaToyaJS23 If that’s the case, they should say that about Pop and the Spurs from ’99 with Robinson and Duncan."
@LaToyaJS23 you traded it in that's a really nice car thought you just got that,@LaToyaJS23 You traded it in? That’s a really nice car. I thought you just got it.
well bxtch Yu better move on cuss once he qo maraa He dont qo back !,"Well, bitch, you better move on because once he goes, ma’am, he doesn’t go back!"
Omg My Movie On #Streets I Love Dhs Fuckin Movie Only Bcos My BD Meek Mills In It...,"Oh my God, my movie is on #Streets. I love this movie only because my baby daddy Meek Mill is in it..."
"""Mommy Ima Be Like Bre When I Get Bigger She Fuck All The Hoes [Brooklyn Voice]""","Mom, I’m going to be like Bre when I get older—she sleeps with all the women. [Brooklyn Voice]"
"""Call It what You want, But I'm Gone Call it how I see It. #Petty""","Call it what you want, but I'm going to call it how I see it. #Petty"
"""I Don't Like Arguing, Fighting Or Being Mad At Her, But It Seems Like She Love Doin All Those Things W/ Me / #NotCOOL""","I don't like arguing, fighting, or being angry with her, but it seems like she loves doing all those things with me. #NotCOOL"
"""Everybody Out On This Friday Night, I'm Staying In The Hole Weekend I Need To Catch Up On Some zzz's""","Everyone is out this Friday night, but I'm staying in all weekend because I need to catch up on some sleep."
I need to hit up radio shack for some phone cases I just need like 3,I need to go to RadioShack for some phone cases—I just need about three.
@_BreadWinner7_ we meet y'all in the conference finals if y'all make it past the first round,@_BreadWinner7_ We will meet you all in the conference finals if you make it past the first round.
@spongebobfunny_ Yes You Do But Damn Just Cuz Y'all Friends Don't Mean Y'all Need To Wear The Same Wigs LMAO,"@spongebobfunny_ Yes, you do, but seriously, just because you all are friends doesn’t mean you need to wear the same wigs. LMAO"
"""If it wasnt fa da lil moments, when um feelin dwn, det dey do da smallest, most crazy, silliest thangs ta make me (:, idk wut i wuld do! RNS""","If it wasn’t for the little moments, when I’m feeling down, that they do the smallest, most random, silliest things to make me smile, I don’t know what I would do! Real talk."
"""Y when u cold, u get sleepy?? Das y i used ta sleep so much at #PhillyHigh""",Why do you get sleepy when you’re cold? That’s why I used to sleep so much at #PhillyHigh.
"""das a dayum shame..if smokin cancer sticks is det dreadful, y not jus stop?!?! Problem is>>> I'M ADDICTED""","That's a damn shame... If smoking cigarettes is that dreadful, why not just stop?! The problem is: I'm addicted."
Wonda wtf mii homie @LADiiKB_81 got up! Ain fukd wit ha ass n seem lik FAEVA! &&um feelin SUM KINDA WAY boudit!,I wonder what the heck my friend @LADiiKB_81 is up to! I haven’t hung out with her in what seems like forever! And I’m feeling some type of way about it!
Got grind for two aunt's one sister n my Queen ma duce R.I.P to yal. Real talk True Story,"I have to work hard for two aunts, one sister, and my queen—my mother. Rest in peace to you all. Honestly, that's the truth."
just almost got shot by da pigs harassing my brother nine police cars vs one car tf,"I almost just got shot by the police harassing my brother—nine police cars against one car, what the fuck."
"""Wait,hold up i already rolled up/syrup still poured up, while bitches still roll up/ganja smoking on the sofa, her nose in the soda...""","Wait, hold on—I’ve already rolled up, and the syrup is still poured, while women are still rolling up. Smoking marijuana on the sofa, her nose in the soda..."
"""This year ima need for every nigga to get him a bitch that's gone hold em down to the bone , that gone make you stay outta bs .""","This year, I need every man to find a woman who will truly support him and help him stay out of trouble."
If a mf can't be 100 with they shit then they don't need to fuck with me at all .,"If someone can't be completely honest about their situation, then they shouldn't associate with me at all."
I can't stand not seeing you it feel like I'm in jail with no visits.,I can't stand not seeing you; it feels like I'm in jail with no visits.
"""IF you gotta go out every week you need to be single , cause you don't got time for yo nigga or bitch .""","If you have to go out every week, you need to be single, because you don't have time for your boyfriend or girlfriend."
@Yung_Blood69 @SincinnatiRedd cuz I get tired of seein her n here feeling life is hard but like me get over,"@Yung_Blood69 @SincinnatiRedd because I get tired of seeing her in here feeling like life is hard, but people like me just have to get over it."
I feel like I juz stood n the ring for 11 rounds and by Friday I'm either b look like paq-man or the nigga tht knocked him out,"I feel like I just stood in the ring for 11 rounds, and by Friday I’ll either look like Pac-Man or the guy who knocked him out."
Don't get me wrong I don't feel bad for myself I know how it wake u make ur bed u gotta lay n it,"Don't get me wrong, I don't feel bad for myself. I know how it is: when you make your bed, you have to lie in it."
@prettigurl_Toya smh hopefully booth better chance of surviving in there than upstairs oh Charlie still there. U tell her??,"@prettigurl_Toya shaking my head, hopefully both have a better chance of surviving in there than upstairs. Oh, is Charlie still there? Did you tell her?"
I cleaned my car off all by myself!! @LibraSheis @prettigurl_Toya y'all proud of me???!!! Lol,I cleaned off my car all by myself! @LibraSheis @prettigurl_Toya are you all proud of me? Lol
"""@prettigurl_Toya lol! Cutting ply wood to put down on the kitchen floor or whatever. On my DIY ish lol""","""@prettigurl_Toya lol! Cutting plywood to put down on the kitchen floor or something. Working on my DIY stuff lol"""
"""Lol i want some watermelon sourpatches , a watermelon arizona & some hot fries lol""","Lol, I want some Watermelon Sour Patch Kids, a watermelon Arizona, and some Hot Fries lol."
My step brova in this bitch keep zoning out and pinching his fingers and shit lls,My stepbrother in here keeps zoning out and pinching his fingers and stuff lol.
"""Lol shit i wish gas ran by water,ill b frum Cahokia to the Ville every day if u wanted me to""","Lol, I wish cars could run on water. I’d be going from Cahokia to the Ville every day if you wanted me to."
"""If u looking to workout ,u better find u sex trainer ! ,them the best workouts everr .""","If you are looking to work out, you should find yourself a sex trainer! Those are the best workouts ever."
Debating if I feel like Rollin dat shit up first or should I jus go straight wrk,Debating whether I feel like rolling that up first or if I should just go straight to work.
Today is my last day drinking pop and cuttin back on drinking alcohol.! My kidneys are bad.!,"Today is my last day drinking soda, and I’m cutting back on drinking alcohol. My kidneys aren’t healthy."
"""I still can't believe that on Jan 16th, I will be single for a year.!""","I still can't believe that on January 16th, I will have been single for a year!"
Need to buy a better knee brace and ankle braces before I do anything else,I need to buy a better knee brace and ankle braces before I do anything else.
"""Woke up in pain but, that's not stopping me from gettin to the money.! Goodmorning.!""","I woke up in pain, but that’s not stopping me from making money. Good morning!"
I'm suppose to be getting dressed but my fat ass sitting here stuffing my face.!,"I’m supposed to be getting dressed, but I’m just sitting here eating instead."
Its fake people everywhere you go ion kno why people act surprised when they meet one,There are fake people everywhere you go. I don’t know why people act surprised when they meet one.
The more I see the more I wnt the more I give.the more blessings I receive,"The more I see, the more I want. The more I give, the more blessings I receive."
@Stug_Fent even though we dont get a vid for stugfentfriday how bout a snippet or a collab with @PUSHA_T  or the @NoMalice757 or something,"@Stug_Fent Even though we aren’t getting a video for #StugFentFriday, how about a snippet or a collaboration with @PUSHA_T or @NoMalice757 or something?"
@Stug_Fent yo im mos def down my dude you never know i mite throw some heat,"@Stug_Fent Hey, I’m definitely in, my friend. You never know, I might come up with something great."
"""@Rated_Gorjuss why you tripping off these hoe ass niggas , & these bitch ass bitches""",@Rated_Gorjuss why are you bothered by these untrustworthy men and these unpleasant women?
Yo! What the f_ck y'all smoking in Cali? I swear My lungs turned into GREEN florets last night! #calibud,Hey! What are you all smoking in California? I swear my lungs turned into green florets last night! #calibud
I hate when I'm talkn to somebody nd they keep says the same damn thing . .,I hate when I'm talking to someone and they keep saying the same damn thing.
My daddy wnt me to cook him some hot dogs . . What the hell wrong with him ?,My dad wants me to cook him some hot dogs. What is wrong with him?
"""@PoppinToolys__ lmao bitch you funny . . Alrite if you think you won then you won . . Damn hoes scared to say they lost , girl bye  childish""","""@PoppinToolys__ lol, you’re funny. Alright, if you think you won, then you won. Some people are afraid to admit they lost. Girl, goodbye—so childish."""
"""I need to go get my jacket made . . so I can be like trey trey , nd duke them : )""",I need to go get my jacket made so I can be like Trey Trey and Duke and them. :)
Lmao he talkn bout her butt drag the ground . . Nd her breath smell like a box of puppies . . Kmsl,"LOL, he's talking about how her butt drags on the ground... And her breath smells like a box of puppies... I'm dying laughing."
I hope it's rainin hard in the morin I dnt wanna go to school . . I hate my b.days,I hope it's raining hard in the morning. I don't want to go to school. I hate my birthdays.
She got me up all late justed to say she not letting jay go to school . . <<<<<< pissed me off,She kept me up late just to say she’s not letting Jay go to school… really made me angry.
Lol bookie talkn bout you just tweetn your life away . . that's my sister nd law : ),"Lol, my sister-in-law is talking about how I’m just tweeting my life away. :)"
He stay puttn his hands on me . . Ima whoop his ass one day : ),He keeps putting his hands on me... I'm going to beat him up one day :)
You telln me to go harder go harder . . Go deeper go deer : ),"You’re telling me to go harder, go harder... Go deeper, go deeper :)"
@Memii_19 LOL WOW..I HAVE NO RIDE..U KNO DAT...AND MY BIKE AINT HERE...SO NOW ITS ON U,@Memii_19 LOL wow...I don't have a ride...you know that...and my bike isn't here...so now it's up to you.
A RELATIONSHIP ISNT A RELATIONSHIP IF YALL DNT KNO HOW TO WRK THINGS OUT AS 1 GLAD BABY CAME BY @Memii_19,"A relationship isn’t truly a relationship if you don’t know how to work things out together as one. Glad you came by, baby. @Memii_19"
Lmao Chris is a messssss oochie coochie coooooo all night long all not oooooo lmao,"LOL, Chris is such a mess. ""Oochie coochie coo"" all night long, all night. LOL."
I just ..smh something need to give cuz one day im am NOT ! Going to be here what so ever,"I just...shaking my head, something needs to change because one day I am NOT going to be here at all."
I'd rather look and dress different then to look like you n her n him  n them,"I would rather look and dress differently than look like you, her, him, and them."
This lil m efer  down under my room banging them dang drums I already know these recovering crack heads gone be out tonight loud,This little motherfucker downstairs from my room is banging those drums. I already know these recovering crackheads are going to be out tonight being loud.
Working on getting another iphone so I can group text wit my friends...I miss group texting them,I’m working on getting another iPhone so I can group text with my friends... I miss group texting them.
I've been drinking all water and a ginger ale here and there for a week now. Thats progress for me,I have been drinking only water and an occasional ginger ale for a week now. That’s progress for me.
@RizzyRoyce215 where u think the name came from lol and I'm not a stranger to the green lol,"@RizzyRoyce215 Where do you think the name came from? Lol. And I’m not unfamiliar with marijuana, lol."
And it's good to know that your still the one to catch me when I fall .,And it's good to know that you're still the one to catch me when I fall.
I really really really really HATE being lied to. Do I look like a dickhead? No.,"I truly, truly, truly, truly HATE being lied to. Do I look like an idiot? No."
@janae_BGC10 they wrong for jumping u while u drunk all bad girls get drunk smh petty hoes,"@janae_BGC10 They were wrong for attacking you while you were drunk. All the bad girls get drunk, shaking my head. Petty girls."
Ntn nuh pass me yiy! Just dat me keep quiet more while n pre out di ting,Nothing gets past me! It’s just that I stay quiet more often and observe things.
Even tho I can throw down my future boo better not expect me to be up no damn kitchen erday making sammichez n shid..naa sweedy,"Even though I can cook, my future partner better not expect me to be in the kitchen every day making sandwiches and stuff... no, sweetie."
@JamaicanDialect yow unnuh Ave me stuck pon u.nuh page for mawnin!  Y'all have me cracking up lol... #teamjamaixan to di worrrrrl!,@JamaicanDialect You all have me stuck on your page all morning! You all have me laughing so much lol... #teamjamaican to the world!
"""I won't bring down another person by the words that come out my mouth... n if I have,I'm sorry #RS""","I will not bring down another person with the words that come out of my mouth, and if I have, I am sorry. #RS"
"""Why the heck would you promise someone something if u know u can't fulfill that promise??? Ugh,don't speak bruhh! Just don't speak""","Why would you promise someone something if you know you can't fulfill that promise? Ugh, just don't say anything! Just don't speak."
"""More while maafi bill n remember seh maa Christian still,cuz if me naay find Jesus jah know me woulda light everything weh cross path""","""Even though I have bills and remember that I’m still a Christian, because if I hadn’t found Jesus, God knows I would destroy everything that crosses my path."""
"""@40ozOF_Memories: Just broke down in tears thinking of my past. LORD WASH AWAY MY SINS I PRAY :'( God is capable of forgiving you""","""@40ozOF_Memories: I just broke down in tears thinking about my past. Lord, please wash away my sins, I pray. :'( God is able to forgive you."""
"""Lil cousin lost her house key too,so she won't have nobody to let her in when she gets home dem school if I leave""","My little cousin lost her house key too, so she won’t have anyone to let her in when she gets home from school if I leave."
You can't run faster than your own shadow. Stay in your lane n go broke trying to look rich,You can't run faster than your own shadow. Stay in your lane and you'll go broke trying to look rich.
"""Looking back on my younger years,I've really matured a lot. I take life more seriously and meaningful now""","Looking back on my younger years, I’ve really matured a lot. I take life more seriously and find it more meaningful now."
Just a gwan stay humble n stay Inna me lane n watch faada God do big things Inna me life,I'm just going to stay humble and stay in my lane and watch Father God do big things in my life.
#JamaicansBeLike *spends a 2 wk vacation in the U.S and comes home* waddup ma nigga?  Yo son we big ballin ouchea bruhh! Real niggas!,"#JamaicansBeLike *spends a 2 week vacation in the U.S. and comes home* What's up, my friend? Hey man, we're really living large out here! Real ones!"
#jamaicansbelike a hope unnuh man Yuh a tekk up pon Yuh head ennuh!! Yuh weee breed!!!,#jamaicansbelike I hope you know the man you're getting involved with! You might end up pregnant!
"""@jayTeamEnigma: @shawddy_mean jaaaah knw? So dat mean no work no school no ntn ??? Yep. N obama is  being inaugurated today""","""@jayTeamEnigma: @shawddy_mean You already know, right? So does that mean no work, no school, nothing? Yep. And Obama is being inaugurated today."""
"""@Skip_Yardie: @shawddy_mean di rasta man put in some hard dutty wuk lmao u need Jesus""","""@Skip_Yardie: @shawddy_mean the Rastaman put in some hard, dirty work lol you need Jesus"""
@dessydutchess lol he gotta work in the am jus hit us up toma... Y'all in henrico,"@dessydutchess lol he has to work in the morning, just contact us tomorrow... Are you all in Henrico?"
Gotta luv that @kerrywashington in scandal why they got me waiting i want more scandal next Thursday   :-(,I have to love @kerrywashington in Scandal. Why do they have me waiting? I want more Scandal next Thursday. :-(
Since i watch that show on style i can't stop shopping @JustFabOnline i have shopping problem lol.,"Since I started watching that show on Style, I can't stop shopping at @JustFabOnline. I have a shopping problem, lol."
I wonder how that comedy show was tonite too bad i forgot bout it would have got tickets,I wonder how that comedy show was tonight. Too bad I forgot about it; I would have gotten tickets.
Man When My Neices Get Older . I Hope They Don't Do The Shit I Do .,"Man, when my nieces get older, I hope they don't do the things I do."
@_youngANDpreddy lol u a trip laugh at bitches like u wit ur wore out pussy no walls havin azz no,"@_youngANDpreddy lol, you’re something else. I laugh at women like you with your worn-out vagina and no walls."
@SmokeyComedyy: i hate when people call me by my nickname and i dont know them that well .. like mothafucka.. do i know you?,"@SmokeyComedyy: I hate when people call me by my nickname and I don't know them that well... like, do I even know you?"
Dat aint yo hoe taken her out given her money while im diccin her dwn,That isn’t your girl—you’re taking her out and giving her money while I’m having sex with her.
God sends you challenges so you may fail but you may succeed and become a better person,"God gives you challenges so that you might fail, but you might also succeed and become a better person."
I should say something but what's the point imma just get her mad again. :/,"I should say something, but what’s the point? I’m just going to make her mad again. :/"
I hate fat people that shid is just go fall in that pit from 300,I dislike overweight people; they should just fall into that pit from the movie 300.
@ThisGirlDesi go to sleep cause im going to sleep at 12 so i can say happy anniversary first,@ThisGirlDesi Go to sleep because I’m going to sleep at 12 so I can say happy anniversary first.
People gonna talk about you until the day you die and you ain't gonna be able to stop it.,"People are going to talk about you until the day you die, and you won't be able to stop it."
When old folk be really talking about something and that shid be making you regret or be depressed,When older people are really talking about something and it makes you feel regretful or depressed.
"""If you can make some popping ass pancakes, Vienna sausages, or ramen (packet) noodles I FUCKS with you ^_^""","If you can make some really good pancakes, Vienna sausages, or ramen (packet) noodles, I mess with you ^_^"
@Ay_Man56 i saw u at  da stop sign today leavin pattons like u was n ur own world,@Ay_Man56 I saw you at the stop sign today leaving Patton’s like you were in your own world.
Wish my bf would get hme.. He wnts to b out with his cuzns nem again tonight mayb cuz im at school,"I wish my boyfriend would come home. He wants to be out with his cousins and them again tonight, maybe because I’m at school."
Havent talk to dis boy n while an he txt me an ask me was i hea. .,I haven't talked to this boy in a while and he texted me and asked me if I was here.
Really wanna take dat ride but i would b wrong.. So let me go hme..,"I really want to take that ride, but I would be wrong... So let me go home."
Well done fella nOff 2 Watch IACGMOOH then a bit of WRC 2 on the 360 nLater!!!!!!,"Well done, man. Now I'm off to watch IACGMOOH, then play some WRC 2 on the Xbox 360. Talk to you later!"
Dats y I dnt do shit for MFS now dey dnt KNW how to damn #paybk,That’s why I don’t do anything for people now—they don’t know how to pay me back.
Drop heat for 2weeks CDs poppin good music u would think I'm down w/ yeezy,"Releasing great music for two weeks, CDs are selling well—you’d think I was working with Kanye."
People's momma's Rey be on butt y'all asses still up ! @yaboydjjaybiz @502fmky @thedjrayray #502fmAfterDark school tomah,People’s mothers are about to be upset that you all are still awake! @yaboydjjaybiz @502fmky @thedjrayray #502fmAfterDark There’s school tomorrow.
White boy is off that he holla were u going after skoo I said your house he holla ets were I want you to go ahaa,"White boy was acting up; he asked, ""Where are you going after school?"" I said, ""Your house."" He said, ""That's exactly where I want you to go,"" haha."
"""@XSTROLOGY: #Cancer hates being alone, they are much happier when they marry for life. @NBI069""","""@XSTROLOGY: #Cancer dislikes being alone; they are much happier when they marry for life. @NBI069"""
"""@DreamCatcher129 me too, but too bad tht won't happen, its all about doing me this year...""","""@DreamCatcher129 Same here, but unfortunately that won't happen. This year is all about focusing on myself..."""
"""I need to get the hair done or a new one, I'm gettin dates lined up""",I need to get my hair done or get a new style; I have dates lined up.
"""Ya ex is your bestfriend, you bring him to my house! - gets you smacked-""","Your ex is your best friend, and you bring him to my house! That will get you slapped."
My nigga told switch the style upnIf they hate....Let them hate....and watch the money pile up!,"My friend told me to switch up my style. If they hate, let them hate, and watch the money pile up!"
"""Ja'nyah is gettin on my nerves asking for HER #sem, lol but if she was here she wudnt even fw her""","Ja'nyah is getting on my nerves asking for her #sem, lol, but if she were here she wouldn't even mess with her."
"""Forgive me lord, I no I aint living rite, gotta feed my fam cuz the gotta big appatite!""","Forgive me, Lord, I know I’m not living right. I have to feed my family because they have a big appetite!"
All these bitches on me iont wife nunnI have them bitches runnin when a pipe cum!,"All these women are interested in me, but I don’t commit to any of them. I have them running when it’s time for sex!"
"""I heard if you live by the gun, you gone die by it......I NO im going out wit a big gun on my side!""","""I heard that if you live by the gun, you’re going to die by it... I know I’m going out with a big gun by my side!"""
"""Money=blood and sweat is wat it took to get it, and I'll slautar you if you touch a penny!""","Money equals blood and sweat—that’s what it took to get it, and I’ll slaughter you if you touch a penny!"
"""Fuck your past, im no judge, I accepted you for you.....just don't let your past catch back up to you!""","Forget about your past, I’m not here to judge you—I accepted you for who you are. Just don’t let your past catch up with you again!"
"""Jus cuz im a fucked up nigga, everygirl I ever fw'.....im gone corrupt they dude, and tell him were the bitch been!""","Just because I’m a messed up guy, every girl I’ve ever been involved with… I’m going to corrupt her boyfriend and tell him where she’s been!"
If I no more niggas that HAS fucked you....then more niggas that HASN'T....you a HOE,"If I know more men who have had sex with you than men who haven't, you are promiscuous."
She has waaaay too much grief built up.... She needs to go see Mrs. King frfr,She has way too much grief built up... She really needs to go see Mrs. King.
She's holding on to shit that we as a family are trying to let go of!,She’s holding on to things that we as a family are trying to let go of!
@__Trruuuuu lol I'mma def have to make a trip there sooner than later... Gotta figure out if y'all are all talk...,@__Trruuuuu lol I’ll definitely have to make a trip there sooner rather than later... I need to find out if you all are just talking...
