sae_text,aae_text
"whooping bitch?  I miss yall lol @PrettyBlalock: People In My 6 Period Ugh <<<<<< Stfu Dumb Bitch!,""Who are you calling a bitch? I miss you all, lol. @PrettyBlalock: The people in my sixth period class, ugh. <<<<<< Shut up, dumb bitch!""",who you callin a bitch? i miss y’all lol @PrettyBlalock: folks in my 6th period ugh <<<<<< stfu dumb ass bitch!
"""""""so icy hip hop,  Waka flock music . . I dont need no metaphor this is real music!"""""",""So icy hip hop, Waka Flocka music... I don’t need any metaphors—this is real music!""","So icy hip hop, Waka Flocka music... Ion need no metaphors—this real music fa real!"
"""""""@cstylez78 U r an awesome man, thank u 4 being so great & taking care of me. U r truly gifted w/the blessings of God & I love u so much!"""""",""@cstylez78 You are an awesome man. Thank you for being so great and taking care of me. You are truly gifted with the blessings of God, and I love you so much!""","@cstylez78 You a real one fr, thank you for always lookin out for me and bein so good to me. You truly blessed by God, and I love you so much!"
"""""""Call up 2 diz skool, I should have never took my ass 2 college fuck that shit"""""",""Call up to this school, I should have never taken myself to college. Forget that.""","Call up to this school, I shoulda never took my ass to college. Fuck that shit."
"@No_Bullshxt_ Lol cos I ain't got No friends and everybody I need be next to me Lol.,@No_Bullshxt_ Lol because I don't have any friends and everyone I need is right next to me. Lol.",@No_Bullshxt_ Lol cuz I ain't got no friends and everybody I need right here next to me. Lol.
"""""""Headed to work sick not feeling good , tired & alot of things on my mind like ugh"""""",""Heading to work while sick, not feeling well, tired, and with a lot on my mind—ugh.""","Headin’ to work sick, ain’t feelin’ good, tired, and got a lot on my mind—ugh."
"""""""Loved da tyme i spent wit my guy dat fool kno he kept me laughing i guess thtz,all tht matters"""""",Loved the time I spent with my friend; that fool knows he kept me laughing. I guess that's all that matters.",Loved da time I spent wit my boy; dat fool know he had me crackin’ up. I guess dat’s all that matter.
"Should istay or should igo bt no matter how hard itry i cant walk away,""Should I stay or should I go, but no matter how hard I try, I can't walk away.""","Should I stay or should I go, but no matter how hard I try, I just can't walk away."
"See the moral of the story is everybody done had somebody that they ah run bck too,The moral of the story is that everyone has had someone they would run back to.","See, the moral of the story is everybody done had somebody they’d run back to."
"Swear iCut Everybody Off But These Tha Type Of Games You Choose To Play  Bet That Up,""I swear I cut everybody off, but these are the kinds of games you choose to play. Bet that.""","Swear I done cut errybody off, but this the kinda games you wanna play. Bet that."
"As Much As iWanted Him In Ha Life iJust Cant Keep Letting Him Run In &' Out Of Ha Life,""As much as I wanted him in her life, I just can't keep letting him come in and out of her life.""","As much as I wanted him in her life, I just can't keep lettin' him run in and out her life."
"""""""Lately I began to feel amazing about this new energy I feel , I'm never going back to my old self!"""""",""Recently, I’ve started to feel amazing because of this new energy I have. I’m never going back to my old self!""",Lately I been feelin’ real good wit this new energy I got. I ain’t never goin’ back to my old self!
"man if one more of my tweets get send to draft imma be mad !!!,""Man, if one more of my tweets gets sent to drafts, I’m going to be mad!""","man if one more my tweets get sent to drafts, I’ma be mad!!!"
"Black Eyed Peas show NO MERCY when they do what they do...Thank God I work outside ALONE. LOL!,The Black Eyed Peas show no mercy when they perform... Thank God I work outside alone. LOL!",Black Eyed Peas don’t play no games when they do they thang… Thank God I work outside by myself. LOL!
"For all of you that needed some WINTER WEATHER...ENJOY!  The rest of us will just ride it out. Yall SNOW people just SAT DOWN AND HUSH!!,For all of you who wanted some winter weather...enjoy! The rest of us will just get through it. You snow lovers just sit down and be quiet!","For everybody who wanted some winter weather...go ‘head and enjoy! The rest of us just gon’ deal wit it. All y’all snow folks, sit down somewhere and hush!"
"My Pastor is off the Chain Today!! We are plunging in!! Preach @AGMaclin!! I'M ALL IN!!,""My pastor is amazing today! We are diving in! Preach, @AGMaclin! I’m completely committed!""",My pastor goin’ off today!! We goin’ all the way in!! Preach @AGMaclin!! I’m wit it all the way!!
"Spend less time focusing on what you did wrong and more time focusing on how to never let it happen again.,Spend less time focusing on what you did wrong and more time focusing on how to make sure it never happens again.","Stop worryin’ ’bout what you messed up, and start thinkin’ ’bout how you ain’t gon’ let it happen no more."
"Dont worry....we all have our struggles.  So stop trying to put mine on Display before I kick your closet door open.,Don't worry... we all have our struggles. So stop trying to put mine on display before I open your closet door.",Don’t trip… we all goin’ through somethin’. So quit tryna air out my business ‘fore I come for yours.
"Love is truly blind....Sooner or later U figure that out. Ladies... Happiness might not have  six pack abs and Fellas..it might wear a wig.,""Love is truly blind... Sooner or later, you realize that. Ladies, happiness might not have six-pack abs, and gentlemen, it might wear a wig.""","Love really is blind... Sooner or later you gon’ see that. Ladies, happiness might not got six-pack abs, and fellas, it might be rockin’ a wig."
"Obstacles bring you closer to God. Now....see why they're necessary?? JUST REMEMBER: Your Best Is Yet To Come.,Obstacles bring you closer to God. Now... do you see why they're necessary? JUST REMEMBER: Your best is yet to come.","Obstacles gon’ bring you closer to God. Now… you see why they matter, right?? JUST REMEMBER: Yo’ best still on the way."
"Funny Statistic....Twitter activity is down 40% on Legal Holidays when Gov offices are shut down..WOW! Says alot about what yall do all day!,Funny statistic... Twitter activity is down 40% on legal holidays when government offices are closed. Wow! That says a lot about what you all do all day!",Funny stat... Twitter be down 40% on them holidays when the gov ain’t open. Wow! That really say a lot bout what y’all be doin all day!
"Today was a Great Day to be an American! And to be African-American just added more meaning to the occasions. #ProudBlackMan,Today was a great day to be an American! And being African American made the occasion even more meaningful. #ProudBlackMan",Today was a good day to be American! And bein’ Black just made it hit different. #ProudBlackMan
"Anyone that left their animal outside tonight should be made to go out there with them. #CruelPeople,Anyone who left their animal outside tonight should have to go out there with them. #CruelPeople",Anybody who left they animal outside tonight need to be out there wit’ em. #CruelPeople
"#ThirdShift....Bring it on! We ain't Scurd! Snow??? We laugh at Snow!! **in my quiet punk voice** {{Please Baby Jesus...Not Tonight}} LOL!!,""#ThirdShift... Bring it on! We aren't scared! Snow? We laugh at snow! **in my quiet, timid voice** {{Please, Baby Jesus... Not tonight}} LOL!""","#ThirdShift...Bring it! We ain't scared! Snow??? Man, we laugh at snow!! **in my lil quiet voice** {{Lawd, please...not tonight}} LOL!"
"#RealLife.....Somethings are learned and don't come with a scripture. ((That one is for the Saints)),#RealLife... Some things are learned and don’t come with a scripture. (That one is for the churchgoers.)","#RealLife... Some things you just gotta learn, ain’t no scripture for that. (That one for the Saints), #RealLife... Some things you just gotta learn, ain’t no scripture for that. (That one for the church folks.)"
"Im so faded my nigga im bout to disappear in this bitch.. Like poof! Der go my roof... Pow! Der go my hamma,""I'm so intoxicated, my friend, I'm about to disappear in this place... Like poof! There goes my roof... Pow! There goes my hammer.""","Ion so faded my nigga, I’m finna disappear in this bitch... Like poof! Der go my roof... Pow! Der go my hamma."
"I got a headache rite... I drunk some frozen koolaid real fast rite... Got brainfreeze.... Headache gone.... Boom!,""I have a headache, right? I drank some frozen Kool-Aid really fast, right? Got brain freeze... The headache is gone... Boom!""","I got a headache, right... I drank some frozen Kool-Aid real quick, right... Got brainfreeze... Headache gone... Boom!"
"My whole life was a battle..... I made moves wit horses.. No saddle... Jus raddle,""My whole life was a battle... I made moves with horses—no saddle, just rattle.""","My whole life been a battle... I made moves wit horses, no saddle, jus' rattle."
"I strive for da gold...  And pic my own shit. Move bricks ill break and go pitch da whole load,I strive for the gold... And choose my own things. Move bricks I’ll break and then go sell the whole load.","I’m always chasin’ that gold… And I pick my own shit. Move them bricks, I’ll break ‘em down and go pitch the whole load."
"Do I herr my g code..... .. Unless u not blessd to undastand ima man dat got stuck up in dis mess..,""Do I hear my code... Unless you’re not blessed to understand, I’m a man that got caught up in this mess.""","Do I hear my G code... Unless you ain’t blessed to understand, I’m a man that got caught up in this mess."
"I love yhu sorya & I want yhu to know yhu do got a friend& im here for yhu nmw on some friend type shit I dont wany to see nothing happend,""I love you, Sorya, and I want you to know you do have a friend, and I’m here for you no matter what, as a friend. I don’t want to see anything happen.""","I love you Sorya, an’ I want you to know you got a friend, I’m here for you no matter what, on some real friend shit. Ion wanna see nothin’ happen to you."
"""""""@KardinalRule @PAUL_THE_GREAT  Was that suppose to be a joke, NOT FUNNY! Better luck next time :-)"""""",@KardinalRule @PAUL_THE_GREAT Was that supposed to be a joke? That was not funny! Better luck next time :-)",@KardinalRule @PAUL_THE_GREAT That s’posed to be a joke? That ain’t even funny! Try again next time :-)
"Relationships r wut u make it so dont be such a bitch about thing and relationships will last longer.,""Relationships are what you make them, so don’t be so difficult about things and your relationships will last longer.""","Relationships be what you make ‘em, so don’t be actin’ all extra ‘bout stuff and yo’ relationships gon’ last longer."
"@2Slick__ next time I'm in JA I guess unless you're planning a trip to NYC in the near future?!,""@2Slick__ The next time I’m in Jamaica, I suppose—unless you’re planning a trip to New York City in the near future?!""",@2Slick__ guess I’ma see you next time I’m in JA—unless you tryna come thru to NYC soon?!
"@conceited_CASHE soon.! Mite hav that hook up for yo ass lol...bt yu jus make sure yu call me n we go talk about this .,""@conceited_CASHE soon! I might have that hookup for you, lol... But you just make sure you call me and we’ll talk about this.""",@conceited_CASHE soon.! I might got that hookup fo yo ass lol...but you jus make sho you hit me up n we gon talk bout this.
"@LoVEme_ai look around 2:13 a.m Myself jumped up and was like self!? Itold myself huh? Myself sed.bitch yu 4gt to call ai.! myself sed damn!,""@LoVEme_ai I looked around at 2:13 a.m. and suddenly jumped up and said, """"Self!?"""" I told myself, """"Huh?"""" Then I said, """"Girl, you forgot to call Ai!"""" And I said, """"Damn!""""""","@LoVEme_ai look round 2:13 a.m. I jumped up like, self!? I told myself, huh? Then I said, girl, you forgot to call Ai! I was like, damn!"
"@LoVEme_ai I love yu lol i am after class..bt fina txt yu now cus I jus gt slick pissed.  .,""@LoVEme_ai I love you lol. I am out of class, but I’m going to text you now because I just got really upset.""","@LoVEme_ai love you lol, I’m outta class.. but finna text you now cuz I jus got real mad."
"@GritzN_Gravy right I need to cheer up because he's in a better place and people blaming honey cocaine,""@GritzN_Gravy You're right, I need to cheer up because he's in a better place and people are blaming Honey Cocaine.""","@GritzN_Gravy you right, I gotta cheer up cuz he in a better place and folks blamin’ Honey Cocaine."
"@iamfocus @melvinwjr @MaJorMaJeed ha ha ha pretty much that 97-2002 class was real smooth from every school,""@iamfocus @melvinwjr @MaJorMaJeed Haha, pretty much, that 1997-2002 class was really smooth at every school.""","@iamfocus @melvinwjr @MaJorMaJeed lol fr, that '97-'02 class was real smooth at every school."
"after school traffic at washington went down also soon as it got hot in the school year nigga left tech early to get to washington,""After-school traffic at Washington decreased. Also, as soon as it got warm during the school year, people left Tech early to get to Washington.""","After-school traffic at Washington went down. Soon as it got warm in the school year, folks was leavin’ Tech early to get to Washington."
"chicks would be scared to holla after the basketball games but would find a niga on blackplanet and get at me all the time lol lol,""Women would be too shy to talk to me after the basketball games, but they would find me on BlackPlanet and reach out to me all the time, haha.""","Chicks be scared to holla after the basketball games, but they always find a n***a on BlackPlanet and get at me all the time, lol."
"@melvinwjr is too funny this nigga changed his name to his bp name lol lol lol,""@melvinwjr is so funny, he changed his name to his BlackPlanet name, lol lol lol.""","@melvinwjr wild as hell, this nigga done switched his name to his BlackPlanet name, lmao lmao lmao."
"@iamfocus yall sure did and we had a couple also i wanna thank the locker room at jackie robinson for letting me get head and fingerin game,""@iamfocus You all definitely did, and we had a couple as well. I also want to thank the locker room at Jackie Robinson for letting me receive oral sex and for the fingering experience.""","@iamfocus y’all sho did, and we had a couple too. I’ma thank the locker room at Jackie Robinson for lettin’ me get some head and that fingerin’ game."
"@Miss_CamillaB i thought yall school had a sex scandal from all those nuns being in the same place with no penis around,@Miss_CamillaB I thought your school had a sex scandal because all those nuns were in the same place with no men around.",@Miss_CamillaB I thought y’all school had a sex scandal ‘cause all them nuns be in the same place with no dudes ‘round.
"its gonna be alot of headlights on this cold am the big nipples are out,There are going to be a lot of headlights this cold morning—the big nipples are out.",it’s gon be a lotta headlights out this cold mornin—the big nipples out fa real.
"""""""You don't mess with the Juice!n I gave you silk suits, blue diamonds and gucci handbags.n I gave you things you couldn't even pronounce!"""""",""""""You don't mess with the Juice! I gave you silk suits, blue diamonds, and Gucci handbags. I gave you things you couldn't even pronounce!""""""","You don’t play wit’ the Juice! I got you silk suits, blue diamonds, and Gucci bags. I gave you stuff you couldn’t even say right!"
"wheres is the jayer @Tiera_Nichole at with her goofy ass i saw her begging for change in the middle of the grand ave mall the other day ha,Where is Jayer @Tiera_Nichole with her silly self? I saw her begging for change in the middle of the Grand Avenue Mall the other day. Ha.",Where Jayer @Tiera_Nichole at wit her goofy ass? I seen her out here beggin for change in the middle of Grand Ave Mall the other day. Ha.
"Word of advice if its real cold dont let nobody use ya jacket trynna b a gentlemen you gon get the flu,""Here’s some advice: if it’s really cold, don’t let anyone use your jacket trying to be a gentleman—you’re going to catch the flu.""","Word of advice, if it’s real cold, don’t let nobody use yo’ jacket tryna be a gentleman—you gon’ mess around and catch the flu."
"""""""It's freezing cold in my house but my mom still expects me to get up and put all these clothes away , hmm idk about it"""""",""It’s extremely cold in my house, but my mom still expects me to get up and put all these clothes away. Hmm, I’m not so sure about that.""",It’s cold as hell in this house but my mama still want me to get up and put all these clothes away. Ion know bout all that.
"@MrsStealUrGurl only the last half hour.. Bout to watch the beginning. But this headache is stopping me.,@MrsStealUrGurl Only the last half hour... I'm about to watch the beginning. But this headache is stopping me.",@MrsStealUrGurl just caught the last half hour.. ’Bout to watch the start. But this headache holdin’ me back.
"So she just outed him to his wife cause he didn't give her the job. Smh.,So she revealed his secret to his wife because he didn’t give her the job. Shaking my head.",So she really went an’ told his wife on him just ‘cause he ain’t give her the job. Smh.
"She ain't gonna see anything unless I @ her cause she is a lil on the nice side.,""She won’t see anything unless I mention her, because she is a little on the quiet side.""","She ain’t gon see nothin unless I @ her, cuz she a lil on the quiet side."
"Reconnecting with someone you've know for years that you have seen for a really long time... Priceless!,Reconnecting with someone you've known for years that you haven't seen in a really long time... Priceless!",Linkin’ back up wit somebody you been knowin’ for years but ain’t seen in a minute... Priceless!
"Damn. Checks bank account. I think I'll pay my bills and stay my ass in Philly instead.,Damn. Checks bank account. I think I'll pay my bills and just stay in Philadelphia instead.",Damn. Lemme check my bank account. Guess I’ma just pay these bills and keep my ass right here in Philly.
"Exactly why I need a change... Not being able to do what you want when you want it sucks!,This is exactly why I need a change... Not being able to do what you want when you want to is terrible!",This exactly why I need a change... Not bein’ able to do what you wanna do when you wanna do it be suckin’!
"When people email you instead of texting or calling that means they shouldn't be talking to you in the first place.,""When people email you instead of texting or calling, it means they shouldn't be communicating with you in the first place.""","When folks email you instead of hittin’ you up or callin’, that mean they ain’t even supposed to be talkin’ to you in the first place."
"So at 2PM I was super tired. Now at almost 1AM my body is like naw it aint time to sleep yet. Wtf??,""So at 2PM I was very tired. Now, at almost 1AM, my body is like, """"No, it isn’t time to sleep yet."""" What the heck?""","So at 2PM I was mad tired. Now it’s damn near 1AM and my body like, “Nah, it ain’t time to sleep yet.” Wtf??"
"But then my alarm is gonna go off at 5:30 and I'm not gonna wanna get up,But then my alarm is going to go off at 5:30 and I’m not going to want to get up.",But then my alarm gon’ go off at 5:30 and I ain’t gon’ wanna get up.
"I guess I need to lightly toast this bread so I can make a sandwich. Cause using the microwave proved to be a failure,""I suppose I need to lightly toast this bread so I can make a sandwich, because using the microwave turned out to be a failure.""",Guess I gotta toast this bread a lil bit so I can make me a sandwich. Cuz tryna use the microwave ain’t work at all.
"I can see working with dude will guarantee me out of work late every time.,I can see that working with him will guarantee that I get out of work late every time.",I already know workin’ wit dude gon’ have me gettin’ off late every time.
"Finding this new thing to be quite interesting. I should have some fun with this...,I find this new thing quite interesting. I think I’ll have some fun with it…",This new thing real interesting. I’ma have some fun wit it…
"Can't believe I came home at 4 and sat around in my jeans until just now. That's a first.,I can't believe I came home at 4 and sat around in my jeans until just now. That's a first.",Can’t believe I came home at 4 and just been sittin’ ‘round in my jeans ‘til now. That’s a first.
"@SaFcknMantha gotta find out if the folks still going down or not. But I'm going back when the boy gets outta school.,@SaFcknMantha I need to find out if everyone is still going or not. But I’m going back when my son gets out of school.",@SaFcknMantha gotta see if folks still goin or not. But I’ma go back when my lil man get outta school.
"@MrsStealUrGurl I can't treat but if you find a friend makes sure he has another.,""@MrsStealUrGurl I can’t pay, but if you find a friend, make sure he has another one.""","@MrsStealUrGurl I can’t pay, but if you find a friend, make sure he got another one."
"I swear I'm gonna go to sleep and its gonna feel like I gotta get right back up.,I swear I'm going to go to sleep and it's going to feel like I have to get right back up.",I swear I’ma go to sleep and it’s gon feel like I gotta get right back up.
"As soon as I stop caring... Here you come.. Leave me in my friend zone! I'm cool there.,As soon as I stop caring... here you come. Leave me in my friend zone! I'm fine there.",Soon as I stop carin’... here you go poppin’ up. Leave me in my friend zone! I’m good right there.
"Last Tuesday I forgot my meds at home. This Tuesday will probably be no different.,""Last Tuesday, I forgot my medication at home. This Tuesday will probably be no different.""",Last Tuesday I left my meds at the house. This Tuesday prolly gon’ be the same.
"""""""If I ever say I think I'm from southwest please proceed to smack the sh*t outta me!"""""",""""""If I ever say that I think I'm from Southwest, please proceed to smack the shit out of me!""""""","If I ever say I think I’m from Southwest, go ‘head an smack the shit outta me!"
"""""""Somebody ask me where you from.. My first answer is Philly. They wanna know where in Philly and Imma tell em. But if I say I think....."""""",""Someone asks me where I’m from… My first answer is Philadelphia. They want to know where in Philadelphia, and I’ll tell them. But if I say I think…""","Somebody ask me where you from.. First thing I’ma say is Philly. They wanna know where in Philly, I’ma let ’em know. But if I say I think…"
"Hardest I've ever worked In one day in 4.5 years. I still don't like the job tho.,""This is the hardest I have worked in a single day in 4.5 years. I still do not like the job, though.""","Ain’t never worked this hard in one day in like 4 and a half years. Still don’t even like this job, tho."
"Females are the pettiest people.. I see why mfs don't like havin none or too many as friends..,Women are the pettiest people. I see why people don’t like having any or too many as friends.","Females be the pettiest, fr.. I see why folks don’t like havin’ none or too many as friends."
"She didn't leave you for making too many mistakes she left because you made the same mistakes too many times..,She didn’t leave you because you made too many mistakes; she left because you made the same mistakes too many times.","She ain’t leave you ‘cause you made too many mistakes, she left ‘cause you kept makin’ the same ones over and over."
"Lol dumb ass  if I say half the girls I fucked or saw naked I fuck yo life up,""Lol, idiot. If I mentioned half the girls I’ve slept with or seen naked, I’d ruin your life.""","Lol dumbass, if I said half the girls I done smashed or seen naked, yo life’d be over."
"I don't get girls they try there hardest to fuck with a nigga who might have there back or might look out for you cause he talk that cash,I don't understand girls—they try their hardest to get involved with a guy who might support them or look out for them just because he talks about money.","I don’t get girls, they be doin’ the most tryna mess with a dude who might got they back or look out for ’em just ’cause he talkin’ bout money."
"Smh what are you gone dick suck let me guess whatever team that's winning Smh where are the true fans,""Shaking my head, what are you going to support—let me guess, whichever team is winning. Shaking my head, where are the true fans?""","Smh, what you finna dick ride—lemme guess, whoever winnin. Smh, where the real fans at?"
"I hate people that just swear they be mad all the time bitch smoke some weed and be happy,I dislike people who always claim they're angry. Just smoke some weed and be happy.","I can’t stand folks who always act like they mad all the time. Bruh, roll up, smoke some weed and chill out, be happy."
"Girls like girls boys like boys it don't matter to me just don't fake it you are who you are,""Girls like girls, boys like boys—it doesn't matter to me. Just don't pretend; you are who you are.""","Girls like girls, boys like boys—it don’t matter to me. Just don’t be out here fakin’, you are who you is."
"Damn that way I miss girl cuz I know she would drink with and blow that loud.,""Damn, that's why I miss her, because I know she would drink with me and smoke that loud.""","Damn, that’s why I miss her, cuz I know she’d drink wit me and blow that loud."
"I'm so use to the past I don't know if I can take what's happening now,I'm so used to the past that I don't know if I can handle what's happening now.","I’m so used to the past, I don’t even know if I can deal wit’ what’s goin’ on now."
"I try fuck with one girl but she keep swearing u fuck with other girls,""I try to be with one girl, but she keeps insisting that I’m involved with other girls.""","I be tryna mess with one girl, but she steady swearin’ I’m messin’ with other girls."
"Sometimes ii Feel ii talk Da Most Shit..Bt Den ii B Like..Who Da Fukk Gone Check Me..??,""Sometimes I feel like I talk the most trash, but then I’m like, who the hell is going to check me?""","Sometimes I feel like I be talkin’ the most shit, but then I’m like, who gon’ check me?"
"Bitches give Dey self a reason too hate Me..Hell Y not jus Make it 2.!,""Women give themselves a reason to hate me... Hell, why not just make it two!""","Females stay findin’ a reason to hate on me… Shoot, might as well make it two!"
"Everybody walking around wanna B Bad...But wen it Aww Boils Down Dese Bitches ain't Bad after aww.!,""Everyone is walking around wanting to be tough... But when it all comes down to it, these people aren't really tough after all.""","Errybody walkin round actin like they bad... But when it all boil down, these bitches ain't really bad at all."
"You Can't B happy having So Much hatred in Yo life#Some Shit ain't gone turn out right.!,You can't be happy having so much hatred in your life. Some things just aren't going to turn out right.",You can't be happy holdin' all that hate in yo life. Some shit just ain't gon' turn out right.
"Mii nose Making Me Mad af I swear..It's aww Stopped up in Shit..Fucking With me..A nigga Can't Fuckin Breath fr,""My nose is making me really mad, I swear. It's all stuffed up and bothering me. I can't even breathe for real.""","Man, my nose got me mad as hell, I swear. Shit all stopped up n messin wit me. A nigga can't even breathe fr."
"Can't wait for duflocka rant 2 shit gonna be hard ass fuck like tht metal jacket2,""I can't wait for Duflocka Rant 2; it's going to be extremely hard, just like that Metal Jacket 2.""","Can’t wait for Duflocka Rant 2, that shit gon’ go hard as fuck, just like that Metal Jacket 2."
"@TupacShakur____: Inside my mind couldn't find a place to rest. Until I got that Thug Life tatted on my chest. Tupac,""@TupacShakur____: Inside my mind, I couldn't find a place to rest until I got """"Thug Life"""" tattooed on my chest. —Tupac""","@TupacShakur____: In my head, couldn’t find no place to rest, ‘til I got that Thug Life tatted on my chest. —Tupac"
"Finna watch this movie and wait for the bae to finish getting his hair done,About to watch this movie and wait for my boyfriend to finish getting his hair done.",Finna watch this movie and wait for my man to get his hair did.
"""""""@adriane_317: Cheating is a choice, not a mistake. If you had time to cheat, you had time to think about it."""""",""""""Cheating is a choice, not a mistake. If you had time to cheat, you had time to think about it.""""""","@adriane_317: Cheatin’ a choice, not a mistake. If you had time to cheat, you had time to think ‘bout it.

Cheatin’ a choice, not a mistake. If you had time to cheat, you had time to think ‘bout it."
"My bae gone tell me nt to wear my favorite color fuck kinda drugs he smoking,My boyfriend is going to tell me not to wear my favorite color—what kind of drugs is he on?",My bae talkin’ bout I can’t wear my favorite color—what kinda drugs he on?
"@iKillajay Your  Welcome Love. Seen Your Videos Too You & @iiDayDay Make A Dope Team. Juss Saying,""@iKillajay You're welcome, love. I've seen your videos too. You and @iiDayDay make a great team. Just saying.""","@iKillajay You welcome, love. I seen yo videos too. You and @iiDayDay make a dope team, fr. Just sayin."
"I hope my momma go take me to get a tattoo soon like she said,I hope my mom is going to take me to get a tattoo soon like she said.",I hope my mama gon take me to get a tattoo soon like she said.
"@Queensboromafia how you gone tell me to dm you but you dont dm back -_-,@Queensboromafia How are you going to tell me to DM you but then not DM me back? -_-",@Queensboromafia how you gon tell me to DM you but you don’t even DM back -_-
"@LeviDenimFlow you and @Mr_StealYoPlate  should be asleep you guys have class tomorrow n it's almost 2:00! Shame on yall,@LeviDenimFlow you and @Mr_StealYoPlate should be asleep; you both have class tomorrow and it's almost 2:00! Shame on you all.","@LeviDenimFlow you and @Mr_StealYoPlate needa be sleep, y’all got class tomorrow and it’s damn near 2:00! Shame on y’all."
"@AlexisF__ sorry it won't happen again bae lov u u my world I dnt wanna lose u,""@AlexisF__ Sorry, it won't happen again, babe. Love you. You are my world. I don't want to lose you.""","@AlexisF__ my bad, it ain’t gon happen no more bae. love you, you my world fr, ion wanna lose you."
"Boi me an my gf broke up smh. Now i need a friend 2 talk 2,""Boy, my girlfriend and I broke up, shaking my head. Now I need a friend to talk to.""",Boi me an my girl broke up smh. Now I need somebody to talk to.
"One thing about me ill never tell nobody nun wrong because I then already been there & learnt from it!,One thing about me is I'll never tell anyone anything is wrong because I’ve already been through it and learned from it!","One thing bout me, I ain’t gon’ tell nobody nothin’ wrong, ’cause I done already been through it and learned from it!"
"""""""@FamousWomen: Wherever you go, no matter what the weather, always bring your own sunshine. - Anthony J. D'Angelo"""""",""""""@FamousWomen: Wherever you go, no matter what the weather is like, always bring your own sunshine. - Anthony J. D'Angelo""""""","@FamousWomen: Wherever you go, no matter how the weather be, always bring yo’ own sunshine. - Anthony J. D’Angelo"
"Dat shyt gone put me rite bak ta sleep n dats wastin it .... nvm,That stuff is going to put me right back to sleep and that's wasting it... never mind.",Dat shyt gon put me right back ta sleep an dat’s wastin it… nvm.
"Now dat I left school my attitude is now a good one n# thank god,""Now that I have left school, my attitude is better now and thank God.""","Now that I done left school, my attitude way better now, thank God."
